user_screen_name,user_id,tweet_id,text,ideology_score,vader_sentiment,SVM_sentiment,SVM_stance,sentiment,BERT_sentiment,BERT_stance,lexicoder_sentiment,stance
PamelaTarot,id: 2171096197,id:1043545358016675842," RT @BigHeadTales @EricBoehlert The #Kavanaugh nomination is solely to protect Trump, Putin, and complicit @GOP from the law.  Forcing rape victims to give birth and locking children in concentration camps is just a bonus to them.",-1.560074505,0.0,0,0,neutral,0,0,0.0,0.0
dtannie,id: 48076581,id:1043534840031846400, RT @biker4marriage Bravo indeed! #Kavanaugh https://t.co/a8nieY9XSs,2.360668422,,1,1,neutral,1,1,,1.0
Jason_McMillan7,id: 536639578,id:1043607639740043264," RT @BillHutt1 Wow! What high school boy hasn't pushed a girl into a bedroom, locked the door, turned up the music and put his hand over the girl's mouth and then tried to undress that girl? Seriously? And it's odd that so many who defend Kavanaugh assume that he did what he is denying. https://t.co/nvswYTryZQ",-0.986303142,1.0,0,0,neutral,0,0,0.0,0.0
sandiv11,id: 2703114008,id:1043535812942548992," RT @BillOReilly The Kavanaugh / Ford situation is no longer solely a possible criminal act designed to derail a nominated Supreme Court Justice. Now, it has become a national election issue designed to cripple President Trump.",2.047038935,1.0,0,0,neutral,0,1,0.0,1.0
tonywesolick,id: 786941166163861504,id:1043698951176773632," RT @BillOReilly The Kavanaugh / Ford situation is no longer solely a possible criminal act designed to derail a nominated Supreme Court Justice. Now, it has become a national election issue designed to cripple President Trump.",2.07226401,1.0,0,0,neutral,0,1,0.0,1.0
chadwhitfield5,id: 1609643330,id:1043633044555476992," RT @BillyCorben Miami cop kidnaps and sexually assaults teen girl in his police car, video proves he lied to investigators, prosecutor @KathyFndzRundle drags case on for over a year then drops charges after cop contacts and intimidates victim because Miami: https://t.co/ouHzsUXItS https://t.co/kR3WFCbXWh",1.87553791,0.0,0,1,neutral,0,0,0.0,0.0
studentsabrina,id: 43218678,id:1043577075058335745, RT @bjcreigh There are thousands of people that never heard of Brett Kavanaugh before a few weeks ago.  They still can’t tell you anything about him or his career.  EXCEPT...  there’s no way he did it.,-1.488191054,0.0,0,0,neutral,0,1,,0.0
DemocracyJourno,id: 862525293449424896,id:1043547718570975232, RT @BKrivatsy Microcosm of misogynist culture. Damning. #kavanaugh #Ford https://t.co/sKqvb4UnrD,-0.626639299,0.0,0,0,neutral,0,0,0.0,0.0
Yusimite777,id: 134139167,id:1043547254601134082," RT @BlaineWHardaway Is it any wonder that Donald Trump sees Judge Brett Kavanaugh as a ""fine man, with an impeccable reputation?"" Using Trump's moral standards, he could easily nominate Bill Cosby, Matt Lauer, or even Kevin Spacey for the Supreme Court.",-0.144873936,1.0,0,0,neutral,1,0,1.0,0.0
BobJone53000808,id: 920525568961138688,id:1043570946991255552, RT @BleedingRedDan .@TheDemocrats will realize the unfair and terrible treatment of Brett Kavanaugh will hit them hard this November. Most honest and regular Americans see a man brutally accused without any evidence or substantiation. Bad news for the Dems.,2.28425039,0.0,0,1,neutral,0,1,0.0,1.0
Traveler0814,id: 581401299,id:1043535499191877633, RT @BlueRidgeLEO Kavanaugh Accuser’s Lawyer Caught On Camera: ’We Are Going To Resist’. https://t.co/QJeTTvdApa,1.980389584,,0,1,neutral,1,1,0.0,1.0
JimKuther,id: 3167970557,id:1043708142347927552, RT @BNFriendly1 interesting.. Woman denies attending party where alleged Kavanaugh assault occurred - POLITICO https://t.co/DlkZsRwh2v #SmartNews,2.241462197,0.0,0,1,neutral,0,1,0.0,1.0
missb62,id: 134971995,id:1043536284117946369," RT @Bobblespeak Sykes warning Democrats not to get ""histrionic"" over Kavanaugh accusations  #amjoy",-1.894543801,0.0,0,1,neutral,0,0,0.0,1.0
woitekj,id: 384005220,id:1043698114941661184," RT @BonnieGranny *(All I can say to her is ""Byeeeeeee...!"" +she can leave w/ MichaelMoore, MileyCyrus +Madonna! I do NOT believe her nor do I believe WaPo‼️👈🏽) *RE: Kavanaugh's accuser initially wanted to flee the country after his nomination, Washington Post reports  https://t.co/ACEYSe4H2I",2.335485629,0.0,0,0,neutral,0,1,0.0,1.0
whereisjustice0,id: 357628039,id:1043652822120783872," RT @bonniemurphy 🚨Democrats Are Terrorists🚨  So glad I got #woke and decided to #WalkAway  #GOP Just Say No and #ConfirmKavanaughNow #ConfirmKavanaugh ⁦⁦@senorrinhatch⁩  Democrats float more Kavanaugh investigations, impeachment even if he is confirmed  https://t.co/WFy2hH0PV0",1.91186946,0.0,0,1,neutral,0,1,1.0,1.0
cckisses4vc,id: 771051495777267712,id:1043653111997509633," RT @bonniemurphy 🚨Democrats Are Terrorists🚨  So glad I got #woke and decided to #WalkAway  #GOP Just Say No and #ConfirmKavanaughNow #ConfirmKavanaugh ⁦⁦@senorrinhatch⁩  Democrats float more Kavanaugh investigations, impeachment even if he is confirmed  https://t.co/WFy2hH0PV0",1.939742543,0.0,0,1,neutral,0,1,1.0,1.0
whereisjustice0,id: 357628039,id:1043652822120783872," RT @bonniemurphy 🚨Democrats Are Terrorists🚨  So glad I got #woke and decided to #WalkAway  #GOP Just Say No and #ConfirmKavanaughNow #ConfirmKavanaugh ⁦⁦@senorrinhatch⁩  Democrats float more Kavanaugh investigations, impeachment even if he is confirmed  https://t.co/WFy2hH0PV0",1.91186946,0.0,0,1,neutral,0,1,1.0,1.0
ordalaTsGH_,id: 1414932163,id:1043533678616305667, RT @BoomBuencamino https://t.co/MkInObM7Ml How to get away with murder,0.563381238,0.0,0,0,neutral,0,0,0.0,0.0
dlspace108,id: 747148865527128064,id:1043616305411121152, RT @Bornabrit1 McConnell  has announced  KAVANAUGH WILL be Confirmed   DISREGARDING   PROF. FORD'S ALLEGATIONS   IN 1991 at ANITA  HILL Hearings. Orran Hatch  basically said -  Anita Hill believes what she is saying but it's a FALSE MEMORY  Doing same SHAM..   with PROF .FORD.  THOUGHTS?,-1.602145757,0.0,0,0,neutral,0,0,0.0,0.0
MaryEllenBella4,id: 988042832530296834,id:1043603726836092929, RT @Bornabrit1 McConnell  has announced  KAVANAUGH WILL be Confirmed   DISREGARDING   PROF. FORD'S ALLEGATIONS   IN 1991 at ANITA  HILL Hearings. Orran Hatch  basically said -  Anita Hill believes what she is saying but it's a FALSE MEMORY  Doing same SHAM..   with PROF .FORD.  THOUGHTS?,-1.626971905,0.0,0,0,neutral,0,0,0.0,0.0
MHWills,id: 2183113232,id:1043530554489167872, RT @Bornabrit1 WOMEN RISE UP #WomenRiseUp   F#CK these GOOD OLD BOYS #WomenRiseUp  THIS IS 2018 - WE HAVE POWER #WomenRiseUp   F#CK these GOOD OLD BOYS  #WomenRiseUp   THIS IS 2018 - WE HAVE POWER #WomenRiseUp   YOUR BODIES AND YOUR DAUGHTERS  BODIES ARE IN DANGER.  NO KAVANAUGH   AGREE RT,-1.697843039,0.0,0,0,neutral,0,0,1.0,0.0
rkastenwilson,id: 535284484,id:1043550968426758153, RT @BoSnerdley 'Believe Women'? Only Five Percent of Minnesota Dems Believe Ellison's Accuser...Who Has Far More Evidence Than Kavanaugh's https://t.co/aTD8x8eQsy,2.424419608,,0,1,neutral,0,1,0.0,1.0
AJMcGuire4,id: 707253890299744256,id:1043551765969424386, RT @boysnana372 This is what it’s all about.  https://t.co/qCs9MM3gFh,1.941197058,,0,1,neutral,1,0,,0.0
factsfaraone,id: 46542025,id:1043541474418282496," RT @bpolitics An adviser helping coordinate Grassley’s response to the Kavanaugh allegations has resigned, a source says. Garret Ventry faced, and denied, allegations of sexual harassment at a previous job https://t.co/MgKwg1DGIK",-0.541235407,0.0,0,0,neutral,0,0,0.0,0.0
hamstrosity,id: 822338109333344256,id:1043709062750167040, RT @BradMossEsq I don’t get why people thought any of these other women would recall the party or Kavanaugh in particular. None of them were the alleged victim of sexual assault. It wasn’t a traumatic event for them that would stick out in their mind. https://t.co/gdaya39u43,-1.976533571,0.0,0,0,neutral,0,0,0.0,0.0
lorihhh,id: 713505454027096069,id:1043876291957657602, RT @BreitbartNews https://t.co/mV5wxWku2I,1.899385878,,0,1,neutral,1,1,,1.0
purrfection2015,id: 4752109760,id:1043602643921395712," RT @BrennanCenter Kavanaugh's response to sexual assault allegations against him says more about the kind of justice he would be than any opinion he has ever written, suggests Brennan Center fellow @JustADCohen. https://t.co/mnyD0EHIcj",-2.084904539,0.0,0,0,neutral,0,0,0.0,0.0
joej2020usa,id: 158950134,id:1043559617966563328," RT @BrentBozell MoveOn was created to ""move on"" from the Monica Lewinsky scandal. Who CARES who Clinton sexually harassed? And NOW they should be called Can't Move On....until Brett Kavanaugh is ruined. https://t.co/ficVZGaipg",2.07663849,0.0,0,1,neutral,0,1,0.0,1.0
B_Wiggins52,id: 1972631497,id:1043536579120320513," RT @BretStephensNYT I believe Dr. Blasey deserves to be fairly heard, not automatically believed. I believe that sexual assault is evil, but so is bearing false witness. My column in @NYTopinion: https://t.co/pN4z953USv",1.764787449,0.0,1,0,neutral,0,0,0.0,1.0
B_Wiggins52,id: 1972631497,id:1043536579120320513," RT @BretStephensNYT I believe Dr. Blasey deserves to be fairly heard, not automatically believed. I believe that sexual assault is evil, but so is bearing false witness. My column in @NYTopinion: https://t.co/pN4z953USv",1.764787449,0.0,1,0,neutral,0,0,0.0,1.0
suzyqjinx,id: 824295816303153152,id:1043547316148482049," RT @BretWask @matthewjdowd @FactGuysChatter And Grassley, Kavanaugh, Whelan, CRC Public Relations, and Orrin Hatch’s office were all in on it.   https://t.co/NWLTd1VAqE",-0.482066487,,0,0,neutral,1,0,,0.0
Jason_McMillan7,id: 536639578,id:1043670442278625280," RT @brianbeutler Bad sign for Kavanaugh that this detail leaked.  But the fact that Kavanaugh, who desperately wanted ask Bill Clinton about various places where he ejaculated, is blanching at these questions is chef-kissing-fingers perfect. https://t.co/98Z0zz6PR4",-0.986303142,0.0,0,0,neutral,0,0,0.0,0.0
sealssl,id: 169346150,id:1043550212369862656," RT @brianbeutler This seems to establish, at a bare minimum, that people on Team Kavanaugh, if not Kavanaugh himself, remember the party and who was there.",-1.374186478,1.0,0,1,neutral,1,1,0.0,0.0
sealssl,id: 169346150,id:1043550201116528641," RT @brianbeutler Whelan, who went to high school in Orange County, CA, has a fake mysterious amount of knowledge about Kavanaugh’s high school circle, including his doppelgänger, and the homes of people who were at a party that Kavanaugh insists he didn’t attend.",-1.374186478,0.0,0,0,neutral,0,0,,0.0
sealssl,id: 169346150,id:1043550201116528641," RT @brianbeutler Whelan, who went to high school in Orange County, CA, has a fake mysterious amount of knowledge about Kavanaugh’s high school circle, including his doppelgänger, and the homes of people who were at a party that Kavanaugh insists he didn’t attend.",-1.374186478,0.0,0,0,neutral,0,0,,0.0
brontyman,id: 32283017,id:1043535761369255936, RT @brianefallon This is why we should not be surprised if he drops out if Dr. Ford chooses to come testify. Kavanaugh does not want this hearing any more than Senate Republicans do. https://t.co/JoqogWIzPY,-1.806819399,0.0,1,0,neutral,1,0,,0.0
Gigi2my3,id: 825684601,id:1043535745795932160, RT @brianefallon This is why we should not be surprised if he drops out if Dr. Ford chooses to come testify. Kavanaugh does not want this hearing any more than Senate Republicans do. https://t.co/JoqogWIzPY,-2.092897387,0.0,1,0,neutral,1,0,,0.0
Gigi2my3,id: 825684601,id:1043535745795932160, RT @brianefallon This is why we should not be surprised if he drops out if Dr. Ford chooses to come testify. Kavanaugh does not want this hearing any more than Senate Republicans do. https://t.co/JoqogWIzPY,-2.092897387,0.0,1,0,neutral,1,0,,0.0
Richose,id: 51082776,id:1043540870065270785, RT @brianefallon This is why we should not be surprised if he drops out if Dr. Ford chooses to come testify. Kavanaugh does not want this hearing any more than Senate Republicans do. https://t.co/JoqogWIzPY,-1.53810501,0.0,1,0,neutral,1,0,,0.0
brontyman,id: 32283017,id:1043535761369255936, RT @brianefallon This is why we should not be surprised if he drops out if Dr. Ford chooses to come testify. Kavanaugh does not want this hearing any more than Senate Republicans do. https://t.co/JoqogWIzPY,-1.806819399,0.0,1,0,neutral,1,0,,0.0
DebraDuGemini59,id: 759467405810601984,id:1043533204697886720, RT @brianefallon This is why we should not be surprised if he drops out if Dr. Ford chooses to come testify. Kavanaugh does not want this hearing any more than Senate Republicans do. https://t.co/JoqogWIzPY,-1.468978956,0.0,1,0,neutral,1,0,,0.0
bbkenn92,id: 30130714,id:1043535344455409664, RT @brianefallon This is why we should not be surprised if he drops out if Dr. Ford chooses to come testify. Kavanaugh does not want this hearing any more than Senate Republicans do. https://t.co/JoqogWIzPY,-2.304801834,0.0,1,0,neutral,1,0,,0.0
TSinMD,id: 823221244657094657,id:1043539830750236672, RT @BrianKarem BREAKING: Montgomery County State's Attorney John McCarthy says his office will investigate any complaint brought to him regarding SCOTUS nominee Brett Kavanaugh but NO complaint has been filed or forwarded to his office.,-1.913503608,0.0,1,1,neutral,1,1,0.0,1.0
HierRenette,id: 1321812391,id:1043536465475432448, RT @BrianKarem BREAKING: Montgomery County State's Attorney John McCarthy says his office will investigate any complaint brought to him regarding SCOTUS nominee Brett Kavanaugh but NO complaint has been filed or forwarded to his office.,-1.683824181,0.0,1,1,neutral,1,1,0.0,1.0
Galaxi162,id: 795736816192081920,id:1043551458648559617, RT @BrianKarem BREAKING: Montgomery County State's Attorney John McCarthy says his office will investigate any complaint brought to him regarding SCOTUS nominee Brett Kavanaugh but NO complaint has been filed or forwarded to his office.,-1.018149232,0.0,1,1,neutral,1,1,0.0,1.0
lilySfur,id: 829119430072397827,id:1043536000344035328, RT @BrianKarem BREAKING: Montgomery MD  PD Chief Tom Manger confirms will investigate sexual allegations against Brett Kavanaugh if a complaint is filed. ⁦@CNN⁩  ⁦@ChrisCuomo⁩ https://t.co/JDo30ZVPJn,-1.52859089,0.0,0,0,neutral,0,0,0.0,0.0
ianjay_,id: 796406502445694976,id:1043543305047412737, RT @BrianKarem BREAKING: Montgomery MD  PD Chief Tom Manger confirms will investigate sexual allegations against Brett Kavanaugh if a complaint is filed. ⁦@CNN⁩  ⁦@ChrisCuomo⁩ https://t.co/JDo30ZVPJn,-1.389336838,0.0,0,0,neutral,0,0,0.0,0.0
newstruthliz,id: 377904401,id:1043540798338412544, RT @BrianKarem BREAKING: Montgomery MD  PD Chief Tom Manger confirms will investigate sexual allegations against Brett Kavanaugh if a complaint is filed. ⁦@CNN⁩  ⁦@ChrisCuomo⁩ https://t.co/JDo30ZVPJn,-0.993604303,0.0,0,0,neutral,0,0,0.0,0.0
Renprice,id: 169751645,id:1043536173174611968, RT @BrianKarem BREAKING: Montgomery MD  PD Chief Tom Manger confirms will investigate sexual allegations against Brett Kavanaugh if a complaint is filed. ⁦@CNN⁩  ⁦@ChrisCuomo⁩ https://t.co/JDo30ZVPJn,0.512438712,0.0,0,0,neutral,0,0,0.0,0.0
BeckyLemay,id: 17393532,id:1043541645042507776, RT @BrianKarem BREAKING: Montgomery MD  PD Chief Tom Manger confirms will investigate sexual allegations against Brett Kavanaugh if a complaint is filed. ⁦@CNN⁩  ⁦@ChrisCuomo⁩ https://t.co/JDo30ZVPJn,0.712743232,0.0,0,0,neutral,0,0,0.0,0.0
CruzWhobris,id: 350336411,id:1043547976390520832, RT @BrianKarem BREAKING: Montgomery MD  PD Chief Tom Manger confirms will investigate sexual allegations against Brett Kavanaugh if a complaint is filed. ⁦@CNN⁩  ⁦@ChrisCuomo⁩ https://t.co/JDo30ZVPJn,-2.096214267,0.0,0,0,neutral,0,0,0.0,0.0
FrancoisMarc,id: 377508390,id:1043548226958188544, RT @BrianKarem BREAKING: Montgomery MD  PD Chief Tom Manger confirms will investigate sexual allegations against Brett Kavanaugh if a complaint is filed. ⁦@CNN⁩  ⁦@ChrisCuomo⁩ https://t.co/JDo30ZVPJn,0.257047828,0.0,0,0,neutral,0,0,0.0,0.0
HinesDianne,id: 560717458,id:1043572037325922304, RT @BrianKarem BREAKING: Montgomery MD  PD Chief Tom Manger confirms will investigate sexual allegations against Brett Kavanaugh if a complaint is filed. ⁦@CNN⁩  ⁦@ChrisCuomo⁩ https://t.co/JDo30ZVPJn,-1.389552811,0.0,0,0,neutral,0,0,0.0,0.0
ianjay_,id: 796406502445694976,id:1043543305047412737, RT @BrianKarem BREAKING: Montgomery MD  PD Chief Tom Manger confirms will investigate sexual allegations against Brett Kavanaugh if a complaint is filed. ⁦@CNN⁩  ⁦@ChrisCuomo⁩ https://t.co/JDo30ZVPJn,-1.389336838,0.0,0,0,neutral,0,0,0.0,0.0
inezsneks,id: 936066809966616579,id:1043550920825556994, RT @BrianKarem BREAKING: Montgomery MD  PD Chief Tom Manger confirms will investigate sexual allegations against Brett Kavanaugh if a complaint is filed. ⁦@CNN⁩  ⁦@ChrisCuomo⁩ https://t.co/JDo30ZVPJn,-1.833512486,0.0,0,0,neutral,0,0,0.0,0.0
jeffc1959,id: 1669280222,id:1043536763376095233, RT @brithume Any chance reporters looking into who might be behind the Ed Whelan fiasco might also be interested in the resistance ties of those assisting Dr. Ford?  https://t.co/tI8ppP1sqS,1.599523343,1.0,0,1,neutral,0,1,,1.0
GaryR_1951,id: 811982988925960192,id:1043550181579476992, RT @brithume Any chance reporters looking into who might be behind the Ed Whelan fiasco might also be interested in the resistance ties of those assisting Dr. Ford?  https://t.co/tI8ppP1sqS,2.291078858,1.0,0,1,neutral,0,1,,1.0
Mike86961326,id: 981234081328521216,id:1043548065842585601, RT @brithume Any chance reporters looking into who might be behind the Ed Whelan fiasco might also be interested in the resistance ties of those assisting Dr. Ford?  https://t.co/tI8ppP1sqS,1.932343815,1.0,0,1,neutral,0,1,,1.0
fl_tax_lady,id: 809505366,id:1043535419592376320, RT @brithume Any chance reporters looking into who might be behind the Ed Whelan fiasco might also be interested in the resistance ties of those assisting Dr. Ford?  https://t.co/tI8ppP1sqS,2.051161567,1.0,0,1,neutral,0,1,,1.0
LeannEAF,id: 1478389008,id:1043534418638331904, RT @brithume Any chance reporters looking into who might be behind the Ed Whelan fiasco might also be interested in the resistance ties of those assisting Dr. Ford?  https://t.co/tI8ppP1sqS,1.657230164,1.0,0,1,neutral,0,1,,1.0
keramirez,id: 346333096,id:1043551373550338049, RT @brithume Don’t you love the Washington Post and its unbiased language. What Grassley did was schedule a vote if she doesn’t respond. https://t.co/y3IgrEQ8jA,1.931020498,1.0,1,1,neutral,1,1,1.0,1.0
bikerbd,id: 55381358,id:1043574299439841283, RT @brithume Don’t you love the Washington Post and its unbiased language. What Grassley did was schedule a vote if she doesn’t respond. https://t.co/y3IgrEQ8jA,2.128714268,1.0,1,1,neutral,1,1,1.0,1.0
skippydr,id: 1653877938,id:1043545846158118913, RT @brithume This is breathtakingly dishonest. Kavanaugh has had one response: he didn’t do it. He said none of the rest of it. https://t.co/8knepiizjR,1.617720675,0.0,0,1,neutral,0,1,,1.0
VPNightshade,id: 2890969105,id:1043664206862651397," RT @BrownB55463039 @pattiann2004 @VPNightshade @EricShawnTV @FoxNews @ArthelNeville This smearing of a good man and his accomplishments is pathetic How would Dianne Feinstein like to be smeared like she's doing to this man and his family I bet you she wouldn't like it very much. Confirm Brett Kavanaugh, ASAP. And let them do what they want after the midterms.",1.729926439,1.0,1,1,neutral,0,1,1.0,1.0
pgb623,id: 2356514928,id:1043529362799251456, RT @BruceBartlett I always thought McConnell was a total moron not to give Merrick Garland a hearing and a vote. That they wouldn't give him and the confirmation process the slightest respect makes their position that Kavanaugh must be confirmed immediately a very weak and disingenuous one.,-1.635156855,0.0,0,1,neutral,0,0,1.0,0.0
PalisadesKid,id: 1376315006,id:1043553287075590145," RT @BryonnyM 🔥THIS IS NOT A NEGOTIATION,  Sen. Grassley.   It's a FARCE!  HOW...On God's Green Earth...Could YOU  Make such a MOCKERY of Your Position, of Your President, and of the Man who was To Be Confirmed to the @SCOTUS TWO DAYS AGO⁉️  End It.  🔥🔥🔥 https://t.co/nfgSOU7TkX",2.046278918,0.0,0,1,neutral,0,1,,1.0
patmundt,id: 811665239200518144,id:1043564464266608640," RT @BuckSexton I would prefer it if Ford’s lawyers would spare us the continued lies, stalling and shenanigans-   Just tell us that, for no apparent reason, the first day Blasey Ford can testify is after the last day it would be possible to have a vote on Kavanaugh",1.894849351,0.0,0,1,neutral,0,1,0.0,1.0
Dannett38395886,id: 1040307740780969984,id:1043536896360701954," RT @BuckSexton I would prefer it if Ford’s lawyers would spare us the continued lies, stalling and shenanigans-   Just tell us that, for no apparent reason, the first day Blasey Ford can testify is after the last day it would be possible to have a vote on Kavanaugh",2.025216705,0.0,0,1,neutral,0,1,0.0,1.0
J9b4117,id: 2565842190,id:1043634504823320576," RT @BuckSexton I would prefer it if Ford’s lawyers would spare us the continued lies, stalling and shenanigans-   Just tell us that, for no apparent reason, the first day Blasey Ford can testify is after the last day it would be possible to have a vote on Kavanaugh",2.085050209,0.0,0,1,neutral,0,1,0.0,1.0
IrrefutableMM,id: 821696670039674880,id:1043536704840306689," RT @BuckSexton I would prefer it if Ford’s lawyers would spare us the continued lies, stalling and shenanigans-   Just tell us that, for no apparent reason, the first day Blasey Ford can testify is after the last day it would be possible to have a vote on Kavanaugh",2.077512338,0.0,0,1,neutral,0,1,0.0,1.0
brandikies2012,id: 1441303478,id:1043536745717886976," RT @BuckSexton I would prefer it if Ford’s lawyers would spare us the continued lies, stalling and shenanigans-   Just tell us that, for no apparent reason, the first day Blasey Ford can testify is after the last day it would be possible to have a vote on Kavanaugh",1.72431237,0.0,0,1,neutral,0,1,0.0,1.0
LQSax,id: 1431059840,id:1043703086387085312," RT @BuckSexton If Kavanaugh doesn’t get through, We are going to look back and realize that Grassley’s decision here is the moment when the GOP lost its nerve, and its honor, to protect the most basic processes of fairness and allow a good man to defend himself https://t.co/nygcQFxxc6",1.812105751,1.0,0,1,neutral,0,1,1.0,1.0
TomCalvinist,id: 705547360902979584,id:1043622971573702656, RT @BuckSexton This is a mistake.  You said Friday.  She played games. Vote Monday.   https://t.co/bWzHxwB9x9,1.883384409,,0,1,neutral,0,1,0.0,1.0
Maryespratt2,id: 769228937016832000,id:1043683715652685824, RT @BuckSexton This is a mistake.  You said Friday.  She played games. Vote Monday.   https://t.co/bWzHxwB9x9,1.895765679,,0,1,neutral,0,1,0.0,1.0
Chermath54,id: 756516731988824064,id:1043537888988856321, RT @BuckSexton This is a mistake.  You said Friday.  She played games. Vote Monday.   https://t.co/bWzHxwB9x9,2.050464148,,0,1,neutral,0,1,0.0,1.0
Gram2Elz,id: 2225476418,id:1043550271152869376, RT @BuckSexton This is a mistake.  You said Friday.  She played games. Vote Monday.   https://t.co/bWzHxwB9x9,2.031764655,,0,1,neutral,0,1,0.0,1.0
kbweingart,id: 249452591,id:1043541671219273730, RT @BuckSexton This is a mistake.  You said Friday.  She played games. Vote Monday.   https://t.co/bWzHxwB9x9,1.767021516,,0,1,neutral,0,1,0.0,1.0
Gram2Elz,id: 2225476418,id:1043550271152869376, RT @BuckSexton This is a mistake.  You said Friday.  She played games. Vote Monday.   https://t.co/bWzHxwB9x9,2.031764655,,0,1,neutral,0,1,0.0,1.0
tommylowens1,id: 787115990773403649,id:1043716350726815744, RT @BuckSexton This is a mistake.  You said Friday.  She played games. Vote Monday.   https://t.co/bWzHxwB9x9,1.917508061,,0,1,neutral,0,1,0.0,1.0
boscolouisa,id: 2983205608,id:1043552747738533888, RT @BuckSexton This is a mistake.  You said Friday.  She played games. Vote Monday.   https://t.co/bWzHxwB9x9,2.006292824,,0,1,neutral,0,1,0.0,1.0
jeannieqh,id: 67131159,id:1043534951432577024," RT @BuckSexton Why is Ford’s credibility assumed to be unassailable, despite all the huge red flags about her motivations and story-  And on the other side, it’s just fine for Senators, press etc to believe Kavanaugh is a liar and an attempted rapist with ZERO evidence?  This is total Bullsh**",2.075340553,0.0,0,1,neutral,0,1,0.0,1.0
jeannieqh,id: 67131159,id:1043534951432577024," RT @BuckSexton Why is Ford’s credibility assumed to be unassailable, despite all the huge red flags about her motivations and story-  And on the other side, it’s just fine for Senators, press etc to believe Kavanaugh is a liar and an attempted rapist with ZERO evidence?  This is total Bullsh**",2.075340553,0.0,0,1,neutral,0,1,0.0,1.0
mremmulp,id: 2700578686,id:1043551301907419137, RT @Bud_Doggin We have NO leadership in the GOP. Kiss the Kavanaugh nomination goodbye. Such as shame that those in power are so gutless and so predictable. @ChuckGrassley gives them another day. I'm sick to my stomach. https://t.co/bjAicKAecU,2.044785648,0.0,0,0,neutral,0,0,0.0,1.0
mremmulp,id: 2700578686,id:1043551301907419137, RT @Bud_Doggin We have NO leadership in the GOP. Kiss the Kavanaugh nomination goodbye. Such as shame that those in power are so gutless and so predictable. @ChuckGrassley gives them another day. I'm sick to my stomach. https://t.co/bjAicKAecU,2.044785648,0.0,0,0,neutral,0,0,0.0,1.0
TheBadDadder,id: 826339456223498240,id:1043672932575252480, RT @buddycoleman568 ❌THIS IS DR BLASEY FORD❌ 👉KAVANAUGH ACCUSERS GO 👈  👉👉FUND ME ACCOUNT👈👈  🚨I JUST WONDER HOW MUCH🚨 👉 DNC AND SOROS PAYED👈 ———DR BLASEY FORD——— Alleged INS-DENT That allegedly   🚨Accrued 36 YEARS AGO🚨         ☝️☝️☝️☝️☝️☝️☝️☝️☝️ #LJMAGA #ARM #QANON https://t.co/YrnSQhBoud,2.269607896,,0,1,neutral,0,1,0.0,1.0
chuckybabybaby,id: 3087677735,id:1043551305153810432, RT @buddycoleman568 SO WHY IS IT THAT BETO O’ROURKES BURGLARY ARREST IN 1995 AND HIS DWI ARREST RECORD IN 1998 ARE ANCIENT HISTORY TO TODAYS DEMOCRAT PARTY  BUT BRENT KAVANAUGH ALLEDGED DRUNKEN ATTACK AT A COLLEGE FRAT PARTY IN 1980s  NEEDS A THOROUGH INVESTIGATION ?#HYPOCRISY AT ITS FINEST #LJMAGA https://t.co/61GgLhxO0U,2.042089144,0.0,0,1,neutral,0,1,0.0,1.0
Dedona51,id: 791054528581959680,id:1043551073233977345, RT @buddycoleman568 WHEN ALL THE SMOKE CLEARS ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ THIS MAN IS GOING TO BE A SUPREME COURT JUSTICE AND THERES NOTHING👉DEMOCRATS CAN DO ABOUT IT  🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 #LJMAGA #ARM #QANON https://t.co/OBuBQXczHV,Inf,1.0,0,1,neutral,0,1,1.0,1.0
CynicalVision50,id: 253106377,id:1043543066488070145, RT @buffaloon Spokesman for GOP on Kavanaugh nomination resigns; has been accused of harassment in the past: Seems perfect for the job  https://t.co/YZLDOTQIBc via @AOL,-1.950529997,0.0,0,0,neutral,0,0,0.0,0.0
AnnBeeman,id: 534616772,id:1043538183747719169," RT @BuiltTough84 @johnhoward3418 @itistj_taun @charliekirk11 @LorenePaula Nothing in Kavanaugh's history indicates that.  ...now Bill Clinton, a Kennedy, or Bill Cosby...they would be right there",1.960129389,,0,1,neutral,1,0,1.0,1.0
plbiddle1,id: 741288476453265408,id:1043536238425321474," RT @BullaMarie @jaketapper @politico If you need a PR firm, campaign bus, advertising dollars, commercials, etc. to become a Supreme Court Justice...it's time to hang it up. How embarrassing for Brett Kavanaugh. PS-thanks for bringing women together to speak out about men like you.",-1.302245062,1.0,0,0,neutral,0,0,,0.0
grumpyoldman418,id: 773152516062060545,id:1043529324614189057, RT @bulldoghill An adviser for the Senate Judiciary Committee has resigned amid questions from NBC News about a previous sexual harassment complaint. https://t.co/tLhYp5c38Q,-1.466122739,0.0,0,0,neutral,0,0,0.0,0.0
suzyqjinx,id: 824295816303153152,id:1043552805372485632," RT @burgessev Bad 48 hours for the Kavanaugh defense: Whelan theory flops hard, Trump attacks Dr. Ford and now this https://t.co/DU7bReVoUP",-0.482066487,0.0,0,0,neutral,0,0,0.0,0.0
