wavenum,ideo5,edits_clean_text,qpos,trump_stance_auto,lexicoder_sentiment,fold,vader_sentiment,SVM_sentiment,BERT_sentiment,SVM_stance,BERT_stance,vader_scores
7,Conservative,president donald trump state of the union speech,1,1,,4,,1,1,1,1,0
7,Liberal,donald trump failure as potus,1,0,0,3,0,0,0,0,1,-0.5106
7,Very conservative,that the president is trying to better america,1,1,1,1,1,1,1,1,1,0.4404
7,Moderate,president donald trump !,1,1,,4,,1,1,1,1,0
7,Conservative,the greatest president in the history of these united states donald trump,1,1,1,4,1,0,0,1,1,0.7906
7,Conservative,president donald trump state of the union speech the overall strength of the stock market the businesses returning to the united states,1,1,1,4,1,1,1,1,1,0.7184
7,Conservative,donald trump successes this year,1,1,1,5,1,1,1,1,1,0.5574
7,Conservative,the presidents state of the union his positive attitude for the future of the u s,1,1,1,4,1,1,1,1,1,0.5574
7,Conservative,donald trump doing his job,1,1,,5,,0,1,1,1,0
7,Very conservative,anything with donald trump,1,1,,2,,0,0,0,0,0
7,Conservative,donald trump was right about the mueller investigation is simply a witch hunt,1,1,,2,0,0,0,1,0,-0.3612
7,Very conservative,the president recognized jerusalem as the capital of israel,1,1,,5,,0,1,0,1,0
7,Very conservative,president donald trump accomplishments,1,1,1,5,,1,1,1,1,0
7,Conservative,news that donald trump wasnt colluding with russia but in fact democrats were colluding against him,1,1,0,1,0,0,0,0,0,-0.3304
7,Conservative,donald trump signed bill giving 6 virginia tribes federal recognition donald trump state of the union speech not the democrats behavior but the speech was spot on,1,1,,4,1,0,1,1,1,0.1779
7,Conservative,the way president donald trump cares about america,1,1,1,4,1,1,1,1,1,0.4588
7,Liberal,the amount of americans taking to the street to protest donald trump,1,0,0,4,0,0,0,0,0,-0.25
7,Very conservative,donald trump,1,1,,2,,0,0,0,0,0
7,Conservative,donald trump as my president,1,1,,2,,1,1,1,0,0
7,Very conservative,that our president is doing a great job at making things right in this country,1,1,1,5,1,1,1,1,1,0.6249
7,Very conservative,donald trump putting america first,1,1,,1,,1,1,1,1,0
7,Conservative,the president puts out a framework for immigration that will include a border wall,1,1,,1,,1,1,0,1,0
7,Liberal,when one of the parents of the victims of larry nassar tried to attack him in the courtroom along with msu president resigning,1,0,0,4,0,0,0,0,0,-0.743
7,Conservative,president donald trump standing strong on his america first program,1,1,1,1,1,1,1,1,1,0.5106
7,Conservative,president donald trump,1,1,,2,,1,1,1,1,0
7,Conservative,donald trump,1,1,,3,,0,0,0,0,0
7,Conservative,president donald trump,1,1,,4,,1,1,1,1,0
7,Very conservative,president donald trump accomplishments this year !,1,1,1,2,,1,1,1,1,0
7,Conservative,president donald trump,1,1,,4,,1,1,1,1,0
7,Very conservative,donald trump speech,1,1,,4,,0,0,1,0,0
7,Conservative,president donald trump state of the union address was positive and patriotic,1,1,1,5,1,1,1,1,1,0.5574
7,Conservative,donald trump putting america first,1,1,,3,,1,1,1,1,0
7,Conservative,president donald trump !,1,1,,5,,1,1,1,1,0
7,Conservative,the state of the union from the president,1,1,,3,,1,0,0,1,0
7,Moderate,donald trump be president,1,1,,5,,1,0,0,0,0
7,Very conservative,the economy is improving stock market is up unemployment is down wages and bonuses are rising and president donald trump is standing up for the u s a putting america first which is long overdue,1,1,1,2,1,1,1,1,1,0.5423
7,Not sure,nothing actually everything has gone to sh   ever since donald trump has been in office,1,0,,4,,0,0,0,0,0
7,Conservative,the presidents state of the union,1,1,,2,,1,1,1,1,0
7,Very conservative,donald trump state of the union,1,1,,4,,1,1,1,0,0
7,Very conservative,that the fisa memo has been released to the public and that president donald trump was right all along he was illegally wiretapped,1,1,,4,,0,1,1,1,0
7,Moderate,people standing up to donald trump !,1,0,,1,,1,1,0,0,0
7,Very liberal,the resistance against donald trump the stories that show there is still compassion and empathy and strength in the world,1,0,1,4,1,1,1,0,0,0.7351
7,Conservative,donald trump,1,1,,1,,0,0,0,0,0
7,Conservative,president donald trump state of the union speech,1,1,,4,,1,1,1,1,0
7,Very conservative,donald trump,1,1,,1,,0,0,0,0,0
7,Very liberal,president donald trump making a difference in this world making america great again,1,1,1,2,1,1,1,1,1,0.6249
7,Moderate,the pic of the president shaking hands with dog,1,0,0,2,0,1,1,0,1,-0.1779
7,Very liberal,democrats standing up to donald trump,1,0,,2,,1,1,1,0,0
7,Conservative,the 45th president of the united states donald trump makes me proud to be a american,1,1,1,4,1,1,1,1,1,0.7096
7,Very conservative,our president is working towards fulfilling his campaign promises,1,1,1,2,1,1,1,1,1,0.3818
8,Very liberal,local community helping a young teenager who had his equipment stolen while completing a job democratic resistance toward donald trump and his supreme court justice candidate,1,0,,5,1,1,1,0,0,0.7184
8,Conservative,the president makes me proud !,1,1,1,2,1,1,1,1,1,0.5255
8,Liberal,john mccain telling donald trump not to come to funeral,1,0,,4,0,0,0,0,0,-0.3612
8,Moderate,unions winning against donald trump,1,0,,2,1,1,1,1,0,0.5267
8,Very conservative,things about our president,1,0,,3,,0,0,1,0,0
8,Very conservative,donald trump fighting everyday to maga !,1,1,0,3,0,1,0,0,1,-0.4199
8,Very conservative,president donald trump use of god in his talks and most anything he does for pro life and illegal immigration,1,1,0,2,0,0,1,0,1,-0.3612
8,Conservative,donald trump has made trade deals,1,1,,4,,1,1,1,1,0
8,Moderate,nothing in the news that can make me feel proud only that donald trump quits,1,0,1,4,1,1,1,1,1,0.4767
8,Moderate,democrat senators resisting donald trump effort to stack the supreme court in his favor in anticipation of a deserved impeachment hearing and criminal charges,1,0,,3,1,1,0,0,0,0.296
8,Conservative,that donald trump is potus,1,1,,4,,1,1,1,1,0
8,Conservative,president donald trump accomplishments,1,1,1,2,,1,1,1,1,0
8,Very conservative,donald trump leadership which has created a great economy and a rising stock market along with increased funding for the military and his attempts to drain the swamp,1,1,1,2,1,1,1,1,1,0.802
8,Very conservative,donald trump jobless rate,1,1,,5,,0,0,0,0,0
8,Liberal,people are pushing back against the donald trump administration what a liar,1,0,0,4,0,1,1,0,0,-0.5106
8,Conservative,president donald trump rallies,1,1,,3,,1,1,1,1,0
8,Moderate,that president donald trump keeps fighting for the people of the united states,1,1,,5,1,1,1,1,1,0.0772
8,Not sure,donald trump,1,1,,5,,0,0,0,0,0
8,Very conservative,donald trump following through on his promises,1,1,,4,1,1,1,1,1,0.3818
8,Conservative,donald trump,1,1,,1,,0,0,0,0,0
8,Very liberal,senator mazie hirono asking great questions to donald trump nominee supreme court brett kavanaugh,1,0,1,2,1,1,1,0,1,0.8271
8,Very conservative,the president doing what he promised to do this is something almost unheard of,1,0,,2,1,1,1,1,1,0.3612
8,Moderate,donald trump,1,1,,3,,0,0,0,0,0
8,Very liberal,donald trump,1,0,,2,,0,0,0,0,0
8,Very liberal,president donald trump,1,1,,3,,1,1,1,1,0
8,Very conservative,that donald trump is our president and is working to save our country !,1,0,,5,1,1,1,1,1,0.5411
8,Very conservative,president donald trump accomplishments,1,1,1,1,,1,1,1,1,0
8,Very liberal,someone in the donald trump administration is keeping donald trump from doing as much damage,1,0,,1,0,0,0,0,0,-0.4939
8,Conservative,the economy is doing well jobs numbers are looking good and only improving donald trump is out president,1,1,1,3,1,1,1,1,1,0.7783
8,Very liberal,former presidents eulogize senator john mccain in a show of bipartisan respect,1,0,,1,1,0,1,0,1,0.4767
8,Very conservative,president donald trump,1,1,,2,,1,1,1,1,0
8,Very conservative,president donald trump renegotiating trade deals to help america,1,1,1,2,1,1,1,1,1,0.4019
8,Very liberal,the new york times editorial of the senior white house staffer who is resisting from the inside,1,0,,4,,1,0,0,0,0
8,Very conservative,donald trump,1,1,,1,,0,0,0,0,0
8,Moderate,the presidents trade policies and successes in making our allies pay their fair share of defense responsibilities,1,1,1,3,1,0,1,1,1,0.802
8,Very liberal,nike using colin kaepernick for ads serena williams wearing badass things when they tried to cut her down bob woodward book and its contents hopefully leading to the end of the sh  show that is donald trump being president,1,0,1,5,1,1,1,0,0,0.4588
8,Conservative,president donald trump,1,1,,4,,1,1,1,1,0
8,Very conservative,donald trump ending funding to palestinian the un fund,1,1,,2,,0,0,0,0,0
8,Very conservative,improvement in economy donald trump supporters standing strong in support of the president they elected improvement in trade agreements,1,1,1,1,1,1,1,1,1,0.9432
8,Conservative,that donald trump is our president,1,1,,5,,1,1,1,1,0
8,Liberal,proud of donald trump for working toward peace on korean peninsula,1,1,1,4,1,1,1,1,1,0.765
8,Moderate,president donald trump standing up to the racists and fascists who want to destroy our republic,1,1,0,4,0,1,1,0,1,-0.8176
8,Very conservative,donald trump,1,1,,2,,0,0,0,0,0
8,Liberal,the anonymous donald trump staffers op ed in the new york times it made me proud to know that even though i might disagree with people politically most of us are committed to preserving a free and democratic nation,1,0,1,2,1,1,1,0,1,0.7096
8,Moderate,james woods condoleeza rice brett kavanaugh brett kavanaugh president donald trump,1,1,,5,,0,0,1,1,0
8,Very conservative,donald trump speaking against nike,1,1,0,5,,1,1,0,0,0
8,Very conservative,donald trump comments on nike,1,1,,5,,0,0,0,0,0
8,Conservative,donald trump standing up for american jobs,1,1,,2,,1,1,1,1,0
8,Very liberal,donald trump creating jobs,1,1,1,4,1,1,1,1,1,0.296
8,Conservative,economic revival of the u s under donald trump,1,1,1,5,,0,1,0,1,0
8,Not sure,most recent news today was that former president barack obama came out with a message to the people on president donald trump and why it was necessary to vote and not be angry in retrospect our democracy is in crisis,1,1,0,5,0,1,1,0,0,-0.3395
8,Conservative,donald trump cutting off aid to the palestinians,1,1,,4,0,0,0,0,0,-0.128
8,Very conservative,president donald trump must every day with the great progress he is making to clean up politics,1,1,1,1,1,1,1,1,1,0.8625
8,Liberal,the revelations of the paul manafort michael cohen trials that show some rays of hope in the much needed removal of the corrupt and morally unfit occupant of the white house,1,0,,1,1,1,1,0,0,0.4404
8,Very conservative,our president,1,1,,2,,1,0,1,0,0
8,Moderate,donald trump making america great again,1,1,1,4,1,1,1,1,1,0.6249
8,Moderate,donald trump standing up to anonymous new york times story,1,0,,2,,1,1,0,1,0
9,Moderate,the republicans gained seats in the senate jim acosta literally accounted a white house intern and he was banned from the white house that blue wave was a trickle and no ones whining about bots just because elections didnt all go our way,1,1,0,1,0,0,1,0,0,-0.2344
9,Not sure,republicans and the way the help president donald trump,1,1,1,3,1,0,0,0,1,0.4019
9,Conservative,donald trump hawley,1,1,,1,,0,1,0,0,0
9,Conservative,donald trump protecting the border,1,1,1,3,,1,1,0,1,0
9,Very conservative,president donald trump shutting up the media,1,1,,4,,0,0,1,1,0
9,Very conservative,watching the donald trump rallies,1,1,,3,,1,1,1,1,0
9,Conservative,president donald trump and the economy,1,1,,3,,1,1,1,1,0
9,Very conservative,president donald trump willingness to confront the caravan of people headed for our southern border with the intent of entering the u s a illegally,1,1,0,3,1,1,1,1,1,0.1027
9,Very conservative,president donald trump with ffa,1,1,,5,,1,1,1,1,0
9,Moderate,that im smarter than the president,1,0,1,5,1,1,1,0,0,0.4588
9,Very liberal,only thing that im proud of is the democrats voting have taking back the seats in the white house,1,0,1,3,1,1,1,1,0,0.4767
9,Moderate,donald trump is doing great,1,1,1,1,1,1,1,1,1,0.6249
9,Moderate,we have a good president,1,1,1,4,1,1,1,1,1,0.4404
9,Conservative,presidents actions on immigration,1,1,,1,,1,1,1,1,0
9,Very conservative,president donald trump always makes me proud !,1,1,1,1,1,1,1,1,1,0.5255
9,Moderate,finally having a president that isnt afraid to defend our borders,1,0,,1,,1,1,1,1,0
9,Conservative,the awesome enthusiasm and patriotism of those who attend donald trump rallies i feel proud to be on the same page loving this country and wanting to preserve it not transform it into something it was never meant to be,1,1,1,3,1,0,1,1,1,0.9325
9,Conservative,i saw the number of people lined up to attend rallies for donald trump,1,1,,5,1,1,1,0,1,0.0772
9,Moderate,the president of the united states of america visiting those injured from the shooting on pennsylvania,1,1,,3,1,0,1,1,1,0.0258
9,Moderate,donald trump,1,1,,4,,0,0,0,0,0
9,Conservative,president donald trump making peace with north korea,1,1,1,3,1,0,0,0,1,0.5423
9,Very conservative,crowd singing amazing grace at donald trump rally,1,1,1,4,1,0,1,0,1,0.765
9,Very conservative,president donald trump making america great again in spite of all of the sore loser liberals who are trying to ruin our country,1,1,0,3,0,0,1,1,1,-0.8402
9,Very conservative,success against north korea republicans increased their numbers in the senate donald trump is taking a stand against the caravan,1,1,0,4,1,1,1,0,0,0.7003
9,Conservative,my president negotiating a trade deals successfully,1,1,1,2,1,1,1,1,1,0.4939
9,Conservative,donald trump,1,1,,2,,0,0,0,0,0
9,Very conservative,president donald trump sending troops to the southern border to interdict the criminal invaders who want to enter the u s illegally so they can live on welfare paid for by american workers and taxpayers,1,1,0,4,0,1,1,1,1,-0.4767
9,Conservative,the success of president donald trump,1,1,1,4,1,1,1,1,1,0.5719
9,Moderate,president donald trump,1,1,,4,,1,1,1,1,0
9,Moderate,president donald trump,1,1,,4,,1,1,1,1,0
9,Very conservative,president donald trump and his effort to continue to make america great again i could elaborate a lot more but i wont,1,1,1,4,1,1,1,1,1,0.3716
9,Moderate,president donald trump i thought all the republicans that were running get elected and stands up to the spanish caravan coming up from honduras and venezuela and hes telling the reporters where to go that makes me proud to be an american,1,1,1,3,1,1,1,1,1,0.4767
9,Conservative,mostly that all of the allegations against the president are false made up or flat out lies now its time to prosecute the dirty democrats responsible for the slander,1,1,0,4,0,0,0,0,1,-0.7269
9,Moderate,donald trump response to cnn,1,1,,4,,0,0,0,0,0
9,Conservative,president donald trump sending troops to the border,1,1,,3,,1,1,0,1,0
9,Very conservative,donald trump and republicans that won the election,1,1,1,1,1,0,0,0,0,0.5719
9,Very conservative,i feel proud of president donald trump stand for the u s a,1,1,1,5,1,1,1,1,1,0.4767
9,Very conservative,the actions of president donald trump,1,1,,5,,0,0,0,0,0
9,Very conservative,jim acosta losing his access to the white house ted cruz and governor about keeping their seats low unemployment and a strong economy among other things,1,1,1,2,0,1,0,1,1,-0.5106
9,Conservative,donald trump stood up to acosta at a press briefing called cnn fake news,1,1,0,3,0,1,1,1,0,-0.4767
10,Conservative,president donald trump working on getting the wall constructed,1,1,1,1,,1,1,1,1,0
10,Very conservative,donald trump continues to push for the wall democrats getting a taste of their own medicine over metoo movement and racism in virginia,1,1,0,5,0,0,1,1,1,-0.6249
10,Moderate,decisions of the president,1,1,,1,,0,0,0,1,0
10,Very conservative,the border invasion stopped economy improving president donald trump going to make his state of the union address tonight president donald trump pulling our troops home and out of syria after crippling isis,1,1,0,3,1,1,0,1,1,0.2263
10,Moderate,donald trump fighting for the safety of americans,1,1,,1,1,1,1,1,1,0.0772
10,Moderate,president donald trump standing strong,1,1,1,5,1,1,1,1,1,0.5106
10,Very conservative,president is strong on getting the protection for america citizens !,1,1,1,4,1,1,1,1,1,0.5562
10,Conservative,donald trump standing firm on our wall,1,1,,4,,1,1,0,1,0
10,Conservative,president donald trump not backing down on getting funds for border security,1,1,,3,1,1,1,1,1,0.3239
10,Conservative,president donald trump criminal justice reform the economy,1,1,0,4,,1,1,0,1,0
10,Very conservative,all that donald trump has done in only 2 years ! maga,1,1,,5,,1,0,1,0,0
10,Conservative,donald trump trying to stop illegals entering the country,1,1,0,1,0,1,1,1,1,-0.296
10,Conservative,president donald trump sending troops to our southern border,1,1,,2,,1,1,1,1,0
10,Moderate,nancy pelosi standing up to donald trump,1,0,,1,,1,1,0,0,0
10,Very conservative,president donald trump continuing to secure our borders,1,1,1,3,1,1,1,1,1,0.34
10,Very conservative,donald trump wanting to build the wall,1,1,,1,,1,1,1,1,0
10,Liberal,nancy pelosi disinviting donald trump from congress to deliver his state of the union,1,0,,4,,0,1,0,1,0
10,Moderate,that president donald trump continues to fight for the american people,1,1,0,4,0,1,1,1,1,-0.3818
10,Very liberal,indictments people standing up against the excesses of the donald trump administration nancy pelosi,1,0,0,4,,1,1,0,0,0
10,Conservative,the president trying to secure our borders,1,1,1,5,1,1,1,1,1,0.34
10,Conservative,president donald trump pushing congress for the border,1,1,,1,,0,1,0,1,0
10,Not sure,donald trump,1,1,,1,,0,0,0,0,0
10,Moderate,politicians standing up to donald trump,1,1,,3,,1,1,0,0,0
10,Very conservative,that our president is for the american people and for america !,1,1,,3,,1,1,1,1,0
10,Conservative,our president is still trying to negotiate some border security and he is making a state of the union speech tonight employment is up once again and unemployment claims are down from last month,1,1,,4,0,1,1,1,1,-0.128
10,Very liberal,nancy pelosi standing up to the bully in the white house,1,0,0,2,0,1,1,0,0,-0.4939
10,Conservative,jobs and economy report economy on fire ! donald trump standing up for america build the wall,1,1,,5,0,1,1,1,1,-0.4003
10,Liberal,so many progressives running for president in 2020,1,0,,3,,1,1,0,0,0
10,Liberal,special counsel investigation of donald trump grassroots democratic campaigns,1,0,1,3,1,0,1,0,1,0.4019
10,Very conservative,donald trump standing up to the evils of those on the left from the leftists murdering babies to letting child sex trafficker through without being arrested to their bigotry which they display hourly if not more per day,1,1,0,4,0,0,1,0,1,-0.754
10,Very liberal,nancy pelosi standing up to donald trump,1,0,,5,,1,1,0,0,0
10,Conservative,donald trump fighting for america,1,1,0,4,0,1,1,1,1,-0.3612
10,Conservative,the wonderful things donald trump has done for the u s a,1,1,1,5,1,1,1,1,1,0.5719
10,Conservative,our presidents stand on border security hes not giving up,1,1,,1,1,1,1,1,1,0.0936
10,Conservative,president donald trump standing up to the speaker of the house,1,1,,1,,1,1,0,1,0
10,Conservative,president donald trump wanting the wall,1,1,,1,,0,1,1,1,0
10,Moderate,donald trump stand against the democrats,1,1,0,4,,1,1,1,1,0
10,Very liberal,congressional democrats standing up to donald trump,1,0,,4,,1,1,1,0,0
10,Liberal,im proud of the venezuelan people for the rise of juan guaido as their interim president,1,0,1,1,1,1,1,0,0,0.4767
10,Moderate,our president has been working hard to keep our country safe and secure in spite of various politicians that are trying to tear down our country,1,1,0,4,1,1,1,1,1,0.128
10,Conservative,president donald trump determination to guard our southern border including physical barriers to regulate who comes into our country !,1,1,1,2,1,1,1,1,1,0.4574
10,Conservative,donald trump border security love it,1,1,1,3,1,1,0,0,1,0.765
10,Moderate,democrats stand firm against donald trump re wall,1,0,0,5,,1,1,1,0,0
10,Conservative,seeing president donald trump with our border patrol agents at the border and asking what they need to do their jobs to protect our country,1,0,1,5,1,0,1,1,1,0.3818
10,Conservative,the president,1,1,,2,,0,0,0,0,0
10,Very conservative,that president donald trump will do the state of the union ! !,1,1,,1,,1,1,1,1,0
10,Conservative,donald trump willingness to once again point out the democratic resistance to do anything as a result of their hatred that he won the presidency,1,1,1,2,1,1,0,0,1,0.1531
10,Very conservative,president donald trump,1,1,,3,,1,1,1,1,0
10,Moderate,donald trump,1,1,,2,,0,0,0,0,0
10,Conservative,president donald trump standing on trade illegal aliens and the wall,1,1,0,3,0,1,1,0,1,-0.5574
10,Very conservative,president donald trump,1,1,,3,,1,1,1,1,0
10,Very conservative,president donald trump state of the union speech he speaks the truth ! !,1,1,1,5,1,1,1,1,1,0.4374
10,Very liberal,cory booker stating he running for president in 2020,1,0,,2,,1,1,0,0,0
10,Moderate,donald trump may impose a nation emergency and build the wall heart beat laws,1,1,0,3,1,1,0,0,0,0.1027
10,Conservative,that president donald trump has said we are going back to the moon,1,1,,2,,1,1,1,1,0
10,Very liberal,cory booker running for president,1,0,,3,,1,1,0,0,0
10,Very conservative,president donald trump working to get border control,1,1,,1,,1,1,1,1,0
10,Conservative,the presidents state of the union,1,1,,3,,1,1,1,1,0
10,Very conservative,donald trump fighting for the american people to get the wall built,1,1,0,3,0,1,1,1,1,-0.3612
10,Very conservative,the donald trump administration making an effort to stand up against the democrats to have a wall built against the southern border,1,1,0,5,,1,1,1,1,0
10,Very conservative,president donald trump state of the union speech,1,1,,3,,1,1,1,1,0
10,Moderate,several of the presidents cabinet and staff breaking with him,1,0,0,5,,0,1,0,0,0
10,Conservative,donald trump,1,1,,2,,0,0,0,0,0
10,Conservative,president donald trump state of the union,1,1,,3,,1,1,1,1,0
10,Conservative,donald trump,1,1,,2,,0,0,0,0,0
10,Very conservative,presidents decision to provide safe guards to protect our southern borders,1,1,1,1,1,1,1,1,1,0.6705
10,Moderate,the economy the president taking china to task the president wanting to change the laws on immigration our president caring about this country so much,1,1,1,4,1,1,1,1,1,0.4939
10,Conservative,donald trump will build the wall !,1,1,,4,,1,1,1,1,0
10,Liberal,more investigations on donald trump,1,0,,5,,0,1,1,0,0
11,Very conservative,president donald trump speech in normandy and his visit with the queen,1,1,,1,,1,1,1,1,0
11,Moderate,the courage of the men who stormed the beaches at normandy donald trump embarrassed me for our country,1,0,0,5,1,1,0,0,0,0.1779
11,Very conservative,the donald trump in buckingham palace,1,1,1,4,,0,0,0,1,0
11,Conservative,president donald trump d-day speech,1,1,,5,,1,1,1,1,0
11,Very conservative,president donald trump,1,1,,1,,1,1,1,1,0
11,Conservative,donald trump european trip has made me exceptionally proud everything from his interactions with the queen to his profound speech at normandy he made america look great,1,1,1,2,1,1,1,1,1,0.8173
11,Very conservative,donald trump has got mexico to help with illegal immigration,1,1,,4,0,1,1,1,1,-0.2263
11,Very conservative,president donald trump lifts year round ethanol restrictions,1,1,0,4,,1,1,1,1,0
11,Liberal,possible impeachment of donald trump,1,0,,1,,1,1,0,0,0
11,Conservative,donald trump,1,1,,1,,0,0,0,0,0
11,Moderate,president behaved well with royal visit,1,1,1,5,1,0,1,1,1,0.2732
11,Conservative,mr donald trump doing wonderful thing despite the dumbacrats democrats blocking him,1,1,0,4,1,0,1,1,1,0.2732
11,Conservative,president donald trump standing up to all the negativity,1,1,0,2,0,1,1,1,1,-0.5106
11,Conservative,donald trump raising tariffs on the chinese and hopefully on the mexican,1,1,1,3,1,1,1,0,1,0.4019
11,Very liberal,people speaking openly about donald trump hypocrisy ignorance hatred and fascism,1,0,0,1,0,0,1,0,0,-0.7717
11,Conservative,watching the queen and our president ! !,1,1,,2,,1,1,1,1,0
11,Very conservative,donald trump is my president,1,1,,5,,1,1,1,1,0
11,Moderate,donald trump tariff plan,1,1,,1,,0,1,1,1,0
11,Conservative,donald trump reading prayer at d-day anniversary,1,1,,5,,1,1,1,1,0
11,Conservative,finally we have a real leader in president donald trump,1,1,,4,,1,1,1,1,0
11,Conservative,president donald trump continued fight to focus on the issues at the southern border,1,1,0,2,0,1,1,1,1,-0.3818
11,Liberal,donald trump is another day closer with his term being over,1,0,,4,,0,1,0,0,0
11,Very conservative,donald trump speech for d-day,1,1,,3,,1,1,1,1,0
11,Conservative,president donald trump d-day speech,1,1,,4,,1,1,1,1,0
11,Very liberal,nancy pelosi said that donald trump should go to prison,1,0,0,3,0,0,0,1,1,-0.5106
11,Very conservative,donald trump,1,1,,3,,0,0,0,0,0
11,Moderate,donald trump speaking at normandy,1,1,,5,,1,1,1,1,0
11,Conservative,the respect and honor given to d-day troops and the president calling out the democrats for their hypocrisy and hyperbole,1,0,1,4,1,1,1,1,1,0.743
11,Very conservative,president donald trump being in the united kingdom and france celebrating 75 years since d-day !,1,1,1,3,1,1,1,1,1,0.7777
11,Very conservative,donald trump address on this d-day,1,1,,3,,1,1,1,1,0
11,Conservative,donald trump d-day speech,1,1,,2,,1,1,1,1,0
11,Conservative,we are finally applying tariffs to china and mexico that are tariffing the u s heavily donald trump isnt backing down from anyone including in his own party the robert mueller speech no fault founded for donald trump,1,1,0,1,1,1,1,1,1,0.5972
11,Conservative,president donald trump and first lady melania trump how they treated the veterans from d-day,1,1,,2,,1,0,1,1,0
11,Conservative,donald trump in england the stock market up,1,1,,5,,1,1,1,1,0
11,Very conservative,president donald trump overseas for d-day activities and his speech donald trump signing a bill prohibiting infant stem cell research,1,1,0,2,,1,1,1,1,0
11,Moderate,people in london protested donald trump,1,1,0,2,0,0,1,1,0,-0.128
11,Conservative,the president at d-day remembrance in england and france,1,1,,1,,1,1,1,1,0
11,Very conservative,president donald trump visiting the church in virginia beach,1,1,,5,,1,1,1,1,0
11,Conservative,president donald trump in britain,1,1,,2,,1,1,1,1,0
11,Very conservative,president donald trump normandy speech,1,1,,1,,1,1,1,1,0
11,Conservative,the presidents speech at the d-day memorial,1,1,,4,,1,1,1,1,0
11,Very conservative,president donald trump visiting the united kingdom,1,1,1,1,1,1,1,1,1,0.4215
11,Conservative,president donald trump,1,1,,5,,1,1,1,1,0
11,Very conservative,presidents d-day message,1,1,,4,,1,1,1,1,0
11,Moderate,donald trump numbers better than ever,1,1,1,1,1,1,1,0,1,0.4404
11,Very conservative,donald trump visiting omaha beach for the 75th d-day anniversary,1,1,,4,,1,1,1,1,0
11,Very conservative,donald trump imposing tariffs on mexico,1,1,,2,0,0,0,0,0,-0.1027
11,Very liberal,poll showing more than 50% of people say they wont vote for donald trump in 2020,1,0,,1,,1,0,0,0,0
11,Conservative,donald trump in normandy,1,1,,4,,1,1,1,1,0
11,Very conservative,donald trump speech at normandy,1,1,,5,,1,1,1,1,0
11,Moderate,president donald trump visit to the united kingdom and his visit to normandy for the 75th anniversary donald trump push for tariffs on mexico and china,1,1,1,2,1,1,1,1,1,0.4215
11,Very conservative,donald trump mending fences with our european allies after that thing did everything he could to ruin the countrys standing in the world,1,1,,2,0,0,0,0,0,-0.5859
11,Very conservative,donald trump attendance at d-day ceremonies and speech honoring veterans,1,1,1,3,1,1,1,1,1,0.5106
11,Conservative,president donald trump made a deal that will get mexico to put 6000 national guard troops at its southern border,1,1,,4,,1,1,1,1,0
11,Very liberal,impeachment of donald trump,1,0,,5,,1,1,0,0,0
11,Conservative,everything that president donald trump is doing makes me proud finally a president who truly cares for this country not his her political career,1,1,1,4,1,1,1,1,1,0.8402
11,Moderate,donald trump threatening tariffs if mexico continues to ignore the flow of illegal aliens using their country to invade ours,1,1,0,2,0,0,0,0,0,-0.8591
11,Very conservative,that president donald trump has stood up for the united states and introduced tariffs on mexico if they dont stem the flow of illegal immigration on our southern border,1,1,,3,0,1,1,1,1,-0.2023
11,Moderate,donald trump no collusion,1,1,,5,0,0,1,0,0,-0.296
11,Liberal,what president donald trump is doing for venezuela,1,1,,2,,1,0,1,1,0
11,Very conservative,donald trump speech at normandy,1,1,,2,,1,1,1,1,0
11,Moderate,donald trump approval is going down,1,0,1,1,1,0,1,0,0,0.4767
11,Moderate,that donald trump is still fighting to decrease the unfair trade gap that america has had for way too long,1,1,0,5,0,1,1,1,1,-0.6808
11,Very conservative,donald trump trying to fix liberal mistakes,1,1,0,4,0,1,1,1,1,-0.3612
11,Very conservative,president donald trump is making the economy better,1,1,1,2,1,1,1,1,1,0.4404
11,Conservative,president donald trump d-day participation,1,1,,4,,1,1,1,1,0
11,Moderate,donald trump in europe,1,1,,5,,0,0,0,0,0
11,Conservative,d-day 75th memorial and the presidents speech,1,1,,2,,1,1,1,1,0
11,Very conservative,president donald trump making america great again ! build that wall ! ! ! !,1,1,1,2,1,1,1,1,1,0.7405
11,Very liberal,democratic candidates for president,1,0,,2,,1,1,1,0,0
11,Liberal,donald trump cancels tariffs against mexico after agreement,1,0,,5,1,0,1,0,1,0.3182
11,Very conservative,president donald trump has worked a deal with mexico for them to help stop the flow of illegal immigration on our southern border,1,1,,3,0,1,1,1,1,-0.4767
11,Very conservative,speech by potus at normandy john james of michigan announcing his senate run mexico and guatemala saying they will get control of their southern border pompeo standing up to iranians donald trump standing up to mexico,1,1,,5,,1,1,1,1,0
11,Very conservative,that donald trump suspended the 5% tariffs with mexico,1,1,,2,0,0,0,0,0,-0.4767
11,Very conservative,our president and first ladys recent european trip they were so well received and melania trump looked like royalty herself i thought in normandy his speech was phenomenal so blessed to have such a wonderful president and first lady im a proud american again ! we are once again respected around the world they are truly patriots,1,1,1,4,1,1,1,1,1,0.973
11,Very conservative,the way president donald trump is trying to do what he said he would,1,1,,5,,1,1,1,1,0
11,Moderate,donald trump,1,1,,3,,0,0,0,0,0
11,Very conservative,president donald trump stand on immigration,1,1,,1,,1,1,1,1,0
11,Very conservative,donald trump trying to build a wall to stop illegals from coming into the u s,1,1,0,5,0,1,1,1,1,-0.296
