id,text,sentiment_C1,stance_C1,sentiment_C2,stance_C2,target
wm_203,"Target: Women's March

Don't watch Madonna, watch @FeministaJones https://t.co/8c8UHjnozc",0.0,1,1.0,1.0,wm
wm_204,"Target: Women's March

Sad... What is wrong with you people? Trump said: I like ordinary Americans... And marches against him go... #WomensMarch https://t.co/ADqzuVBxjG",0.0,0,0.0,0.0,wm
wm_205,"Target: Women's March

@SenBlumenthal Senator Bluementhal please work towards making President Trump release his tax returns! #whyIMarch",0.0,1,1.0,1.0,wm
wm_206,"Target: Women's March

Proud to be part of this 750,000 people today. Damn, proud. https://t.co/HcFEHVAaRj",1.0,1,1.0,1.0,wm
wm_207,"Target: Women's March

#WomensMarch #womensmarchla #ShariaForAmerica #ShariaAtHome
Thank you @CarlyFiorina https://t.co/jOdZnvWpOj",0.0,0,1.0,0.0,wm
wm_208,"Target: Women's March

the #womensmarch is one of the most beautiful things I've ever seen",1.0,1,1.0,1.0,wm
wm_209,"Target: Women's March

The latest LiveLove&amp;Sex AmorAmor Providencia! https://t.co/xshhkzKa6P Thanks to @mikeliturriaga @de_puerto_montt @LFC #womensmarch #consejos",1.0,1,1.0,1.0,wm
wm_210,"Target: Women's March

#womensmarch lol feminists are so retarded https://t.co/MDzKilgaYv",0.0,0,0.0,0.0,wm
wm_212,"Target: Women's March

Amazing. Historic. More than words can express #WomensMarch https://t.co/13IKZqEpII",1.0,1,1.0,1.0,wm
wm_213,"Target: Women's March

@Dollfinish @realDonaldTrump @seanspicer @GenMattisKCHS16 @LaloDagach @womensmarch @lsarsour When are the public sharia beatings planned? https://t.co/hjEgXlifxF",0.0,0,0.0,0.0,wm
wm_215,"Target: Women's March

Same with the Remoaners.

""LOOK AT ME..I'M MORE TOLERANT AND ACCEPTING THAN YOU!""

Yeah,until you don't get your own way..

#WomensMarch",0.0,0,0.0,0.0,wm
wm_216,"Target: Women's March

Sadly, many women do not know the horrific mandates of Sharia Law. If they did, they would not support ANY cause led by th…",0.0,0,0.0,0.0,wm
wm_217,"Target: Women's March

Trump is President now. Sorry but you don't get attention anymore for irrelevant issues.

#WomensMarch https://t.co/2p…",0.0,0,0.0,0.0,wm
wm_218,"Target: Women's March

I feel proud to be a woman and today is no exception! #WomensMarch",1.0,1,1.0,1.0,wm
wm_219,"Target: Women's March

R U kidding me? https://t.co/0VivUnhzhg",0.0,1,0.0,0.0,wm
wm_220,"Target: Women's March

Funky16Corners: Marching Music - hour-long soul mix for the March on Washington - https://t.co/Kb4xgE1whJ #soul #WomensMarch https://t.co/L46c7ElGkE",1.0,1,1.0,1.0,wm
wm_221,"Target: Women's March

#WomensMarch is a God damn joke, I tweeted a lot about this today but their level of ignorance and stupidity is incredible. https://t.co/jMrxRnRt0R",0.0,0,0.0,0.0,wm
wm_222,"Target: Women's March

#WomensMarch Organizer Linda Sarsour Wants Sharia Law in America https://t.co/YyXBxvIm0z @truthfeednews #womensmarch",1.0,0,0.0,0.0,wm
wm_223,"Target: Women's March

@womensmarch If you refuse to allow PRO-LIFE women to walk in your march then you don't speak for women of America at all. (1/2)",0.0,0,0.0,0.0,wm
wm_224,"Target: Women's March

And a total waste. Not ONE voice among them for women and girls suffering under Sharia law, out of millions worldwide.

#WomensMarch https://t.co/bOj0lwYtXY",0.0,0,0.0,0.0,wm
wm_225,"Target: Women's March

I saw @latoiajones @MrMikeBlake and heard I missed @RepGraceMeng at the #womensmarch Proud compete for DNC Vice Chair with these leaders!",1.0,1,1.0,1.0,wm
wm_226,"Target: Women's March

@RealJamesWoods @womensmarch Liberals have always left their trash to be cleaned up by hard working conservatives.",0.0,0,0.0,0.0,wm
wm_227,"Target: Women's March

Fuck you your trash https://t.co/9Bcjw5S3Dz",0.0,0,0.0,0.0,wm
wm_228,"Target: Women's March

Record breaking day for women and your Fitbit numbers. #WomensMarch",1.0,0,1.0,1.0,wm
wm_229,"Target: Women's March

Very classy women here
Obviously very proud to be idiots https://t.co/5iWbmNnVdH",1.0,0,0.0,0.0,wm
wm_231,"Target: Women's March

Amazing resource to find the closest march to you! Don't miss out on this historic event! https://t.co/dob5tLiMIx",1.0,1,1.0,1.0,wm
wm_232,"Target: Women's March

Hillary, I know you're somewhere smiling right now.
#WomensMarch 
#StrongerTogether 
#nastywoman https://t.co/Wp3aJLprSw",1.0,1,1.0,1.0,wm
wm_233,"Target: Women's March

This is amazing. I'm getting super emotional over the #WomensMarch and I wish I was out there. 🚺🚺 https://t.co/m3DAbA1YnQ",1.0,1,1.0,1.0,wm
wm_234,"Target: Women's March

@lotteverbeek1 @womensmarch that's how a protest should be. #todaywemarch",1.0,1,1.0,1.0,wm
wm_235,"Target: Women's March

I'm coming from Canada to march in the @womensmarch in solidarity with our American sisters and to show that our issues transc…",1.0,1,1.0,1.0,wm
wm_236,"Target: Women's March

Disgusting https://t.co/FMIeVKEf8g",0.0,0,0.0,0.0,wm
wm_237,"Target: Women's March

@CarrSnoop woman are so oppressed here they can do a #WomensMarch without fear of arrest unlike in other countries , Iraq, Iran etc....",0.0,1,0.0,0.0,wm
wm_239,"Target: Women's March

So whats whit all the horn caps and black panther fists???!?! #illuminati #WomensMarch controled by the elite,guided by hate https://t.co/5vdSnGNCFS",0.0,0,0.0,0.0,wm
wm_240,"Target: Women's March

Listening to calls to CSpan following the #WomensMarch - profound ignorance on the part of those who oppose the march. They are asking why? https://t.co/wohfIJZANe",0.0,1,0.0,1.0,wm
kav_50,"Target: Confirmation of Kavanaugh

Final witness in alleged Ford/Kavanaugh incident weighs in for Kavanaugh. So every single one of Ford’s supposed witnesses — all of them, including her female friend/classmate — conclusively refute her account. It doesn’t add up. https://t.co/Q9aCnDfPcB",0.0,1,0.0,1.0,kav
kav_51,"Target: Confirmation of Kavanaugh

Clinton calls for FBI to investigate Kavanaugh sexual assault allegations: It'd be easy to do https://t.co/AD6JjIFnBC https://t.co/G6hZxtbJ3C",1.0,0,0.0,0.0,kav
kav_52,"Target: Confirmation of Kavanaugh

I swear, this story gets crazier by the second. Now the GOP spokesman for the Kavanaugh nomination has resigned in disgrace after sexual assault allegations come to light. GOP — party of sexual predators. ⁦@GOP⁩ https://t.co/Zi4EuWRibO",0.0,0,0.0,0.0,kav
kav_53,"Target: Confirmation of Kavanaugh

Dr. Ford has agreed to testify her first-hand knowledge to the Senate, but @GOPSenate and the @WhiteHouse are saying ""I don't know how to interpret this"". It's because it's in #English. Not in the form of a Trump word salad. https://t.co/zkF7J5YMG5",1.0,0,0.0,0.0,kav
kav_54,"Target: Confirmation of Kavanaugh

""Why isn't Kavanaugh asking for an FBI investigation if he's innocent?"" Maybe for the same reason I don't ask for a cavity search prior to leaving a store...I HAVEN'T DONE ANYTHING WRONG! #Kavanaugh #LiberalLogic",1.0,1,0.0,1.0,kav
kav_55,"Target: Confirmation of Kavanaugh

Please share No more delays @ChuckGrassley Must Confirm now #Kavanaugh Tucker Carlson Explains Why The Democrats Are Stalling The #Kavanaugh Confirmation https://t.co/JPP46UoHmD #BrettKavanaugh #TuckerCarlson #U.S.SupremeCourt via @BarracudaMama",0.0,1,0.0,1.0,kav
kav_56,"Target: Confirmation of Kavanaugh

KELLYANNE ASKS REPORTERS WHY THEY’RE NOT COVERING DEATH THREATS AGAINST KAVANAUGH’S WIFE, DAUGHTERS https://t.co/TOGpwEBK2B",0.0,1,0.0,1.0,kav
kav_57,"Target: Confirmation of Kavanaugh

Christine Blasey Ford is holding our country hostage! You don’t get to make life-ruining accusations and make unreasonable demands on top of it! #HoldTheVote @ChuckGrassley ! Enough of this circus! The poor Kavanaugh family has suffered enough! #SaturdayMorning",0.0,1,0.0,1.0,kav
kav_58,"Target: Confirmation of Kavanaugh

Unfortunately, the precedent for digging into private sexual behavior well before taking their current position was established by...Judge Kavanaugh in his role on Independent Counsel Kenneth Starr's team investigating President Bill Clinton. #Karma https://t.co/c8jPCpFjAL",0.0,0,0.0,0.0,kav
kav_59,"Target: Confirmation of Kavanaugh

Wanting to ""leave the country"" over a 36 year old allegation after KAVANAUGH had been a Judge on the 2nd most important Circuit Court already and she'd said nothing? Travelled 3,000 miles and went to Hawaii but hates planes? Sounds totally stable 💯 https://t.co/A0zewR0LLc",0.0,1,0.0,1.0,kav
kav_60,"Target: Confirmation of Kavanaugh

Lindsey Graham Brings Dems to Their KNEES With This Blistering Statement on Kavanaugh’s Accuser https://t.co/dfhM7f3XBq via @CarmineZozzora @phil200269 @LeahR77 https://t.co/2Nmij3ms5F",0.0,1,0.0,1.0,kav
kav_61,"Target: Confirmation of Kavanaugh

@essenviews @GovLarryHogan what are you afraid you will uncover if you start investigating Kavanaugh???? Are you part of the cover up? Shame!!!!",0.0,0,0.0,0.0,kav
kav_62,"Target: Confirmation of Kavanaugh

THE AMUSING THING: Kavanaugh will still be confirmed. Democrats just lessened any chance of taking the House in November by acting like partisan clowns. They have just awoken our sleepy base. And now we're pissed.",0.0,1,0.0,1.0,kav
kav_63,"Target: Confirmation of Kavanaugh

I'm more concerned about how Judge Kavanaugh's wife and daughters feel than how Christine Ford feels. She's feeling ""anxiety""? I would too if I was about to perjure myself in front of the whole planet.",0.0,1,0.0,1.0,kav
kav_64,"Target: Confirmation of Kavanaugh

Wow just wow Aide for GOP involved in Kavanaugh nomination resigns after past sexual harassment allegation surfaces https://t.co/xBynvXIzbW",0.0,0,0.0,0.0,kav
kav_65,"Target: Confirmation of Kavanaugh

""If a 17-year-old can be forced by the government to be responsible for carrying a pregnancy to term, surely an adult man can be expected to answer for the choices he is alleged to have made at 17."" https://t.co/xOnJFMMLnR",0.0,0,0.0,0.0,kav
kav_66,"Target: Confirmation of Kavanaugh

.@ChuckGrassley needs to recuse himself from this now. Especially since we know he's sending apology texts/DM's to his best pal, #Kavanaugh because he can't slant the process ENOUGH. #RecuseGrassley https://t.co/TWISxSbS6v",0.0,0,0.0,0.0,kav
kav_67,"Target: Confirmation of Kavanaugh

Kavanaugh took three years to be confirmed last time. Three years.",1.0,0,0.0,0.0,kav
kav_68,"Target: Confirmation of Kavanaugh

From CNN: lifelong friend of Dr Ford who she claimed was at the mythical party doesn't know Kavanaugh &amp; doesn't remember being at a party with him https://t.co/8myQTitA9w",1.0,1,0.0,1.0,kav
kav_69,"Target: Confirmation of Kavanaugh

This is an awesome thread. @WarfareNavel destroys the Op Kavanaugh disinformation fleet of conformation at all costs. Amazing job. https://t.co/LUVHzrTWzD",1.0,0,1.0,0.0,kav
kav_70,"Target: Confirmation of Kavanaugh

Conservatives need their voices heard regarding the Kavanaugh/Ford hearing Call Sen. GRASSLEY 202-224-3744 Leave message: No rule changes, DO NOT MOVE THE DEADLINE, it's Monday or Nothing. You, Senator are in charge, not Dr. Ford &amp; minions. Time to VOTE. Retweet",1.0,1,0.0,1.0,kav
kav_71,"Target: Confirmation of Kavanaugh

@Matthew____P @darthur111 @nhdjinn @davealvord164 @olystubbies44 @_weebutmighty @rcat20sk @sc_lorraine @mizdonna @salty_dawg69 @sportsmom9433 @RadGeekpartduex @kicksave24 @KingBroly @Torian_Girl @unseen1_unseen @blc3428 @SpicyNoodles2 @melanie_ward1 @NHMommy1 @305local @DrPainsInfo @ADikHurricane @is_contagious @BrandonHathaw12 @BluesBrother91 @NedFlan12345678 @stevenlp @MfknDrago @kjgillenwater @Madrogran @ByronFackenthal @jerryhoops33 @BigRfaze @UniverseatLarge @ja985601_cobb @SemperMAGA @jskielb3 @imbearpaul @TheRand2025 @julieinthemist @orangecone21 @IKantEvenToday @misterbadkat @Known__Unknowns @UrUnpaidPundit @PrissysTruth @ChadPergram @GretchenInOK @senorrinhatch They very simply can't. They don't have the votes since the 3 super Rinos are back to ""maybe"". Alternatives are 2 ... ride it out until it/she/they self destruct or pull nomination. We have to do the first or Kavanaugh is destroyed.",0.0,1,0.0,1.0,kav
kav_72,"Target: Confirmation of Kavanaugh

@lauriemacph @FoxNews @davidcicilline @ChuckGrassley @realDonaldTrump Frightening to see how a claim of assault can destroy someone. Witch hunt mentality. Trying to stop a conservative judge joining the Supreme court because of political reasons.",0.0,1,0.0,1.0,kav
kav_73,"Target: Confirmation of Kavanaugh

⁦@AllenWest⁩ ⁦@FoxBusiness⁩ ⁦@seanhannity⁩ ⁦@SaraCarterDC⁩ ⁦@realDonaldTrump⁩ ⁦@TGowdySC⁩ ⁦@RepDeSantis⁩ ⁦@RepDevinNunes⁩ ⁦@marklevinshow⁩ ⁦@JudgeJeanine⁩ ⁦@TomFitton⁩ ,Enough Of Ford Crap! https://t.co/RYGwDIuMUn",0.0,1,0.0,1.0,kav
kav_74,"Target: Confirmation of Kavanaugh

The women for Kavanaugh are mostly men. https://t.co/9i4aj3CUDv",1.0,0,0.0,0.0,kav
kav_75,"Target: Confirmation of Kavanaugh

Biden: Kavanaugh Accuser Should Not Get The Anita Hill Treatment (VIDEO) https://t.co/g0MyfxP0Kv",1.0,0,0.0,0.0,kav
kav_76,"Target: Confirmation of Kavanaugh

Ford is demanding Thursday to guarantee Kavanaugh cannot be seated Oct 1st. Disruption of the SCOTUS SEAT @ChuckGrassley @SenateMajLdr will result in anger against the @GOP like you have never seen before. Quit making a mockery of our judicial system. Enough #ThisisaSetUp #MeToo https://t.co/gYmwl7mtPS",0.0,1,0.0,1.0,kav
kav_77,"Target: Confirmation of Kavanaugh

Dozens of female colleagues, classmates &amp; friends of #Kavanaugh rallied in support of the #SupremeCourt nominee. Why hasn't anyone spoken up for #Ford ? Not 1 friend has come forward &amp; given a statement about her character. Seems kind of odd to me. https://t.co/uppVJQlr9K",1.0,1,0.0,1.0,kav
kav_78,"Target: Confirmation of Kavanaugh

@FoxNewsInsider @PeteHegseth @foxandfriends Ellison is an abuser if he's not removed why not approve Kavanaugh",0.0,1,0.0,1.0,kav
kav_79,"Target: Confirmation of Kavanaugh

Ms. Ford sent an anonymous letter. She scrubbed her social media. She refuses to go on the record. She demanded an FBI investigation. She demands to testify after Kavanaugh. She demands no questions from outside counsel. Why? Because she’s lying. #ConfirmKavanaugh",0.0,1,0.0,1.0,kav
kav_80,"Target: Confirmation of Kavanaugh

41!minutes until the Kavanaugh accuser’s attorney comes up with a bunch of new excuses as to why her client can’t possibly testify under oath before the Senate Judiciary Committee.",0.0,1,0.0,1.0,kav
kav_81,"Target: Confirmation of Kavanaugh

And, to be very clear, sexual assault is not a “mistake.” It is a violent dehumanization that can upend a person’s entire sense of self. It is a crime, at any age, in any condition, at any level of premeditation or intent, whether ever officially reported or not. #Kavanaugh",0.0,0,0.0,0.0,kav
kav_82,"Target: Confirmation of Kavanaugh

Kavanaugh accuser Christine Blasey exposed for ties to Big Pharma abortion pill maker… effort to derail Kavanaugh is plot to protect abortion industry profits – https://t.co/fRhaVFVUDM https://t.co/utQEnVc7dO",0.0,1,0.0,1.0,kav
kav_83,"Target: Confirmation of Kavanaugh

Liberals and democrats hate Brett Kavanaugh because President Trump picked him! It’s always been only about President Trump! #ConfirmBrettKavanaugh",0.0,1,0.0,1.0,kav
kav_84,"Target: Confirmation of Kavanaugh

Kavanaugh Protesters Refuse To Denounce Alleged Domestic Abuser Congressman @keithellison .. #Kavanaugh #KeithEllison #MeToo The double standards are staggering.. @DailyCaller WATCH FULL VIDEO HERE: https://t.co/Sad84dc4i3 https://t.co/A6aGSZkKYw",0.0,1,0.0,1.0,kav
kav_85,"Target: Confirmation of Kavanaugh

Real Victims are the People that deserve Justice, if you’ve ever been in a situation where you’ve been violated, you remember EVERYTHING! Coming Out"" - Victim of Child Sexual Assault and Rape Wants Kavanaugh Accuser Held Accountable https://t.co/iF8MjfmoKk via @gatewaypundit",0.0,1,0.0,1.0,kav
kav_86,"Target: Confirmation of Kavanaugh

POWERFUL TESTIMONY of Sara Fagen and other women that stand behind Brett Kavanaugh. Calling him Honorable with High Integrity, Family man, great friend and boss! This is a Must Watch 👇 #ConfirmBrettKavanaugh https://t.co/RVlITppI3m",1.0,1,1.0,1.0,kav
kav_87,"Target: Confirmation of Kavanaugh

Ford’s Classmate Takes Back Entire Accusation Against Kavanaugh, She Didn’t Think She’d Have to ‘Defend It’ “To all media, I will not be doing anymore interviews...I do not have first hand knowledge of the incident...Please don’t contact me further.” https://t.co/oVRbXL3udC",1.0,1,0.0,1.0,kav
kav_88,"Target: Confirmation of Kavanaugh

@tedlieu @GOP is in a 'no win' situation which they brought on themselves by bullying Dr. Ford, denying her right to have witnesses &amp; making preemptive stmts about voting him without hearing her testimony. Only way for this to be minimally salvaged is to withdraw Kavanaugh's nomination.",0.0,0,0.0,0.0,kav
kav_89,"Target: Confirmation of Kavanaugh

Just throwing this out there: Net Favorability as Supreme Court nominee: 1993 - Ruth Bader Ginsburg +46 2018 - Brett Kavanaugh -4 Can we just clone Ruth?",1.0,0,0.0,0.0,kav
kav_90,"Target: Confirmation of Kavanaugh

@RealPamelaAnne @AnnaApp91838450 @grizzlemeister @ChuckGrassley STOP wasting taxpayers money! Democrats had a responsibility to share this information the day @POTUS announced Judge Kavanaugh for replacement. Considering the salaries of everyone involved - a fortune has been wasted already. #ConfirmJudgeKavanaugh #ConfirmKavanaghNow",0.0,1,0.0,1.0,kav
kav_91,"Target: Confirmation of Kavanaugh

WATCH: Dem Senator Who Lied About Military Service Just Attacked Kavanaugh With Nasty New Claim https://t.co/7bwpCEz6x4 #Politics https://t.co/VpukQwEXQM",0.0,1,0.0,1.0,kav
kav_92,"Target: Confirmation of Kavanaugh

Judge Kavanaugh’s female colleagues &amp; friends: “We are proud to stand with Brett” #ConfirmBrettKavanaughNow #IStandWithBrett https://t.co/FK0VXSQ5JQ",1.0,1,1.0,1.0,kav
kav_93,"Target: Confirmation of Kavanaugh

@BravenakBlog I sincerely want Kamala Harris to ask if #kavanaugh was aware the nickname for the Truth and Courage Club was “Tit and Clit” and ask if he was a member. Also, is he aware of the club’s reputation for shouting, “No means yes” and “yes means anal”. #QuestionsForKavanaugh",0.0,0,0.0,0.0,kav
kav_94,"Target: Confirmation of Kavanaugh

#ChristineBlaseyFord IS NOT YOUR BIGGEST PROBLEM ANYMORE. It’s @EdWhelanEPPC and Kavanaugh and PR Firm and White House and @ChuckGrassley @SenateMajLdr https://t.co/mH0BgWEAV0",0.0,0,0.0,0.0,kav
kav_95,"Target: Confirmation of Kavanaugh

I missed this in all the #Kavanaugh news: Prospective female clerks were groomed to have a ""model-like"" appearance. https://t.co/8NqC2VZgBa",0.0,0,0.0,0.0,kav
kav_96,"Target: Confirmation of Kavanaugh

The next Supreme Court justice could preside over cases involving women's right to choose or women's health care access. We owe it, not only to Dr. Blasey Ford but to every woman in America, that the person we put in that chair is not an abuser of women. #StopKavanaugh",1.0,0,0.0,0.0,kav
kav_97,"Target: Confirmation of Kavanaugh

WATCH: Dem Senator Who Lied About Military Service Just Attacked Kavanaugh With Nasty New Claim https://t.co/slCdlEN7dq #It seems, the horrible Dems, who 'live in glass houses' - throw the most rocks - from the inside, with glass all around them!",0.0,1,0.0,1.0,kav
kav_98,"Target: Confirmation of Kavanaugh

Let's pause to appreciate what a complete idiot @ChuckGrassley is. By releasing the ""65 women say Kavanaugh is not a rapist"" letter within minutes of Farrow's story breaking, he proved beyond all doubt his committee sat on the allegation, and planned in advance to cover it up.",0.0,0,0.0,0.0,kav
kav_99,"Target: Confirmation of Kavanaugh

“Brett Kavanaugh is a casualty of an anything-goes political resistance.” Democrats have sunken to the lowest place. https://t.co/DUxH1odnuv",0.0,1,0.0,1.0,kav
kav_100,"Target: Confirmation of Kavanaugh

‘100 Kegs or Bust’: Kavanaugh friend, Mark Judge, has spent years writing about high school debauchery https://t.co/oS3frnWUpN https://t.co/1uHPUeFsKt",0.0,0,0.0,0.0,kav
kav_101,"Target: Confirmation of Kavanaugh

Do you think #ChristineBlaseyFord came forward 35 years later to help the #Democrats try to stop @realDonaldTrump's #SCOTUS pick #Kavanaugh from being confirmed?? Please vote and retweet to spread poll for wider sampling from both sides thanks! #Resist #MAGA #Trump #RESISTANCE",1.0,1,0.0,1.0,kav
kav_102,"Target: Confirmation of Kavanaugh

“I said that Mommy had a story about a Supreme Court nominee, and now it’s broken into the news, and we can’t stay in the house anymore."" https://t.co/IpJpbwgVdl",0.0,0,0.0,0.0,kav
kav_103,"Target: Confirmation of Kavanaugh

GOP's plan for next week: fire Rosenstein to try to stop Mueller, while ramming thru an accused sexual attacker to Supreme Court. i've said this over and over folks, there's nothing written anywhere that guarantees the U.S. gets a happy ending.",0.0,0,0.0,0.0,kav
kav_104,"Target: Confirmation of Kavanaugh

Maybe if @realDonaldTrump nominates @HillaryClinton for Supreme Court we might actually get an investigation into her.",1.0,1,0.0,0.0,kav
kav_105,"Target: Confirmation of Kavanaugh

A new cloud over Kavanaugh: What did he know about a slimy smear campaign? https://t.co/Gki419dUHZ",0.0,0,0.0,1.0,kav
kav_106,"Target: Confirmation of Kavanaugh

I am still vexed why zero decent MSM reporter continue to ignore the obvious newsworthy story here @judicialnetwork purchased the kavanaugh domain in Feb 2017 a full 9 months BEFORE Trump added his name to the scotus list https://t.co/1AYL3yFTJs",0.0,0,0.0,0.0,kav
kav_107,"Target: Confirmation of Kavanaugh

Hey Democrats, I know you’re busy investigating Judge Kavanaugh’s high school misconduct, but when you get a minute, the vice chairman of YOUR party is accused of violently abusing a woman: https://t.co/nl7m2N0a8L",0.0,1,0.0,1.0,kav
kav_108,"Target: Confirmation of Kavanaugh

Congratulations, Brett Kavanaugh! You've just won yourself another investigation. You forgot the cardinal rule of Washington beltway politics: The cover up will always get you. https://t.co/WoFUQS61Xk",1.0,0,0.0,0.0,kav
kav_109,"Target: Confirmation of Kavanaugh

Conservative destroys latest Kavanaugh defense that shows the GOP is off the deep end: They have ‘descended into madness’ https://t.co/UbhokgaSZO",0.0,0,0.0,0.0,kav
kav_110,"Target: Confirmation of Kavanaugh

For some Republicans, accusations of sexual assault and harrassment are not disqualifying. They voted for Trump despite multiple credible accusations. They supported Roy Moore. They continue to back Kavanaugh. Hillary was right. They are deplorable. #ImStillWithHer #AMJoy",0.0,0,0.0,0.0,kav
kav_111,"Target: Confirmation of Kavanaugh

Older black male DC cab driver was livid this morning about the “hatchet job on Kavanaugh.” I kept quiet. But he warned me about the new “War On Men” and how this was a political hit job. I report, you decide.",0.0,0,0.0,0.0,kav
kav_112,"Target: Confirmation of Kavanaugh

CNN Asked Five Women If They Believed Kavanaugh. CNN Didn't Like Their Answers https://t.co/g2CzxlTPa1",1.0,1,0.0,1.0,kav
kav_113,"Target: Confirmation of Kavanaugh

The sick, perverted Mitch McConnell: ""You’ve watched the fight . But here’s what I want to tell you: In the very near future, Kavanaugh will be on the Supreme Court. Don’t get rattled by all of this. We’re gonna plow right thru it &amp; do our job"" DON'T GET RATTLED, IT'S JUST RAPE",0.0,0,0.0,0.0,kav
kav_114,"Target: Confirmation of Kavanaugh

Although the Senate Judiciary Committee won’t allow Dr. Ford to call any witnesses and the FBI won’t investigate her claims, she’ll testify about her first-hand knowledge of Brett Kavanaugh's sexual misconduct next week. Dr. Ford has more balls than all GOP senators put together!",1.0,0,0.0,0.0,kav
kav_115,"Target: Confirmation of Kavanaugh

Tick tock. https://t.co/127iCilbKy",1.0,1,0.0,0.0,kav
kav_116,"Target: Confirmation of Kavanaugh

#Kavanaugh Repubs have moved fr he didn't do it, mistaken identity, rough play to ""so what, we're appointing him anyway."" Repubs have no morals, respect for women or the law. They support party, that's it. Well, we gotta vote'em out. If not, the country ""as we knew it,"" is over.",0.0,0,0.0,0.0,kav
kav_117,"Target: Confirmation of Kavanaugh

‘It’s Not My Normal Approach’: Grassley Moves Back Deadline For Kavanaugh Accuser AGAIN https://t.co/73qipLXkEN",0.0,1,0.0,1.0,kav
kav_118,"Target: Confirmation of Kavanaugh

This is your Democrat party on steroids. The party of hate and obstruction. They hate America, they hate you and me. It’s time to #WalkAway Democrats float more Kavanaugh investigations, impeachment even if he is confirmed https://t.co/hR1XcHPlq9",0.0,1,0.0,1.0,kav
kav_119,"Target: Confirmation of Kavanaugh

George Soros, a rich old white man, is funding the lawyers attempting to derail the #Kavanaugh nomination. Collusion with the democrats!",0.0,1,0.0,1.0,kav
kav_120,"Target: Confirmation of Kavanaugh

Great thread outing the so called random panel of women on @CNN supporting Kavanaugh. Either @CNN is complicit or they need new producers! I’m leaning towards complicity. https://t.co/v8PP49qWzp",0.0,0,0.0,0.0,kav
kav_121,"Target: Confirmation of Kavanaugh

An unverified and salacious Dossier allowed the radical Left to spy on and attack Donald Trump. An unverified and salacious Letter allowed the radical Left to delay and attack Brett Kavanaugh. Anyone else see a pattern here? Wake up GOP!",0.0,1,0.0,1.0,kav
kav_122,"Target: Confirmation of Kavanaugh

Only 31% of the people want Rapist Kavanaugh on the SC! The republicans want him seated anyway, despite the overwhelming fact that we don’t want him. this proves that @realDonaldTrump @GOP @SenMajLdr @ChuckGrassley Don’t care what we want. vote them out for good! RETWEET!!!",0.0,0,0.0,0.0,kav
kav_123,"Target: Confirmation of Kavanaugh

Radical Leftists, especially Democrat politicians, don’t care whether or not Kavanaugh is innocent—they want him destroyed purely for the sake of removing any possible threat to their “right” to abortion, because they see the pro-life position as oppressive and patriarchal. 2/",0.0,1,0.0,1.0,kav
kav_124,"Target: Confirmation of Kavanaugh

Confirming Kavanaugh would make it even more likely that SCOTUS would gut laws like the Clean Air Act and the Clean Water Act, putting the health and safety of children, families, and our communities in danger. That’s #WhatsAtStake. #StopKavanaugh",0.0,0,0.0,0.0,kav
kav_125,"Target: Confirmation of Kavanaugh

Heres the current evidence in Ford v Kavanaugh: -Ford doesn't know when/where it happened -All 4 people she cites @ party have said they have 0 knowledge of event -Her friend at the party, a Democrat, says she doesn't even know Kavanaugh -Ford only told her therapist 30 yrs later",0.0,1,0.0,1.0,kav
kav_126,"Target: Confirmation of Kavanaugh

""On Friday, hours after Whelan called his decision to name &amp; post photographs of Kavanaugh’s high school classmate 'an appalling &amp; inexcusable mistake of judgment,' CRC [PR firm] helped organize a news conference featuring an array of women who dismissed Ford’s allegations."" wow https://t.co/2rPK5SLTD9",0.0,0,0.0,0.0,kav
kav_127,"Target: Confirmation of Kavanaugh

My latest op ed: “I was sexually assaulted as a teen. Here’s why I didn’t report.” It took me 30 years to tell anyone. And I’m far from alone. #MeToo #WhyIDidntReport https://t.co/UPP7l914Tb",0.0,0,0.0,0.0,kav
kav_128,"Target: Confirmation of Kavanaugh

If the Repubs agree to this political extortion by accuser Ford they deserve what’s going to happen to them—but Kavanaugh and the @realDonaldTrump voters don’t.",0.0,1,0.0,1.0,kav
kav_129,"Target: Confirmation of Kavanaugh

@TioSantiagoG @EdWhelanEPPC @WhiteHouse @realDonaldTrump @SenateGOP @ChuckGrassley @GrassleyPress @senorrinhatch Kavanaugh either confessed or the Federalist Society found out about the sexual assault If the society had been honorable and cared about the integrity of the Supreme Court they would have disqualified him But the “good old boys club” plotted to deceive the American people",0.0,0,0.0,0.0,kav
kav_130,"Target: Confirmation of Kavanaugh

The Republicans' attack campaign on sexual assault victim Dr. Christine Blasey Ford was advanced by a man who was fired for sexual harassment. https://t.co/ZOiz0rTYMG",0.0,0,0.0,0.0,kav
kav_131,"Target: Confirmation of Kavanaugh

If Brett Kavanaugh’s confirmation is derailed, while Keith Ellison becomes the lead law enforcement officer in his state, the Republican base’s anger at the Hill Republicans for their ineptitude is going to be VOLCANIC. #Kavanaugh",0.0,1,0.0,1.0,kav
kav_132,"Target: Confirmation of Kavanaugh

@aroseblush Kavanaugh pal who tried to pin sexual assault on someone else is lying about White House connections https://t.co/bo9abD9CCj",0.0,0,0.0,0.0,kav
kav_133,"Target: Confirmation of Kavanaugh

BURDEN OF PROOF? Kavanaugh deserves a Supreme Court seat, and you need to prove beyond a reasonable doubt he doesn't. vs. No one deserves a Supreme Court seat, and you need to prove that elevating Kavanaugh is better for the country than alternative options.",1.0,0,0.0,0.0,kav
