text,stance,sentiment,balanced_train,vader_scores
wish i was apart of #WomensMarch . be safe everyone :)&lt;3,1,1.0,1.0,0.6808
RT @TrishPutnam: I'm really furious @MSNBC!! Go back to #WomensMarch pls! Ppl can turn to Fox if they want to see the prayer svc. #AMJoy ht…,1,0.0,0.0,-0.645
"RT @NPRCodeSwitch: Crowd at Women's March, 2017 #womensmarch @ Washington, District of Columbia https://t.co/N3Cgx8yY7D",1,1.0,0.0,0.0
"RT @Nancy04111: RT PrisonPlanet: Was told I hate women cause I criticized #WomensMarch

If you criticize this pro-Trump march, you… https:/…",0,0.0,1.0,-0.8316
"RT @DianeNeal: My FAVORITE chant of the day: HEY HEY, HO HO, BABY HANDS HAS GOT TO GO!
I was dying. 
What a day. 
#WomensMarch",1,1.0,1.0,0.6155
RT @violetmatter: Lee Lin Chin remains a national treasure 💜 https://t.co/fuX0yJf0Vj,1,1.0,0.0,0.7506
"WOMEN ARE GREAT, I LOVE WOMEN 💗 #WomensMarch",1,1.0,0.0,0.9491
Aren't the babies humans? https://t.co/uDfbXTE7ys,0,1.0,1.0,0.0
.@DarkMattersProj @REMEZCLA So proud of our children who lead us to better things. #SophieCruz you are an inspiration! #WomensMarch,1,1.0,1.0,0.8906
I think #cinnamonhitler picked the wrong country to fuck with #WomensMarch #ResistTrump,1,0.0,0.0,-0.765
I wonder how many of the clueless women knew this fact? https://t.co/wOn8NdpXwu,0,0.0,1.0,-0.3612
"You're not important, Sally. https://t.co/DPxHZoaPqe",1,0.0,0.0,-0.1511
"@HillaryClinton We ❤ you!!
#WomenWhoHaveInspiredMe #womensmarch #nastywomenunite",1,1.0,0.0,0.6988
RT @alfaPieHouse: Thank you to @WaPoFood's @BeckyKrystal for covering our #Inauguration special! https://t.co/D15y61UHbn #WomensMarch https…,1,1.0,0.0,0.6696
"RT @maryploppins613: @womensmarch But then your way of ""diffusing"" is to say, ""It's ok guys, we're just stealing her WORDS while dissing he…",1,0.0,0.0,-0.5023
RT @BonhoefferLives: Trump GOP Bots spinning the massive #WomensMarch as sour grapes over Hillary losing the election &amp; Delegitimizing Trum…,0,0.0,1.0,-0.3818
Free speech not including inciting violence. Lock these nuts up. https://t.co/eUAfS3OK6h,0,0.0,1.0,0.6479
So inspired &amp; proud of everyone joining the #WomensMarch ❤ Sending all the love from Belgium,1,1.0,0.0,0.9456
Great day for our Democratic Experiment!! @nytimes: Crowd scientists say #WomensMarch in DC had 3x&gt; DT’s inaug. https://t.co/AvE5Wwv7kf,1,1.0,0.0,0.6892
I've got a few docs like that on my fridge. https://t.co/zEidgPHfnA,1,0.0,0.0,0.3612
RT @WomensMarchLV: On the 21st Rhode Island is marching with US and we are marching with THEM! ❤️ #WomensMarch #WMWRI 😘 https://t.co/58AdFg…,1,1.0,0.0,0.4753
"RT @fabzdiaz: Read at #WomensMarch ""They don't trust with a choice, but they trust us to be parents?""",1,1.0,0.0,0.5572
hey! i live there! https://t.co/c8OukzcP3K,1,1.0,0.0,0.0
"All day, I've been looking at the #WomensMarch all across the nation (and maybe the World). It proves that we, together, can overcome.",1,1.0,0.0,0.0
Trump is clearly pissed off that a bunch of pussies grabbed his glory today he's used to doing the grabbing  #WomensMarch #Pressconference,1,0.0,0.0,0.25
RT @nazani14: Send women vets to #WomensMarch https://t.co/kW0YIJyUDB,1,1.0,0.0,0.0
so they come here and protest but can not do it in their. If you want here you have to love this country. I am a woman and naturalized USC. https://t.co/tf9odceesf,1,1.0,1.0,0.775
RT @mstharrington: White women: let's get familiar with feeling uncomfortable. #WomensMarch #WhyIMarch,1,1.0,0.0,-0.2732
RT @meltonwhiz: .@Mike_P_Williams @RealJamesWoods @womensmarch also kind of disturbing that you consider fighting for women in chains to be…,1,0.0,0.0,-0.7264
Sign of the day. #womensmarch #womensmarchonlondon #london https://t.co/IMBelg4nKQ,1,1.0,0.0,0.0
Don't grab anyone's pussy.  #FightForEqualRights #MakeCatLostAgain #WomensMarch #DontGrabMyPussy https://t.co/w4IJzmXe6P,1,0.0,0.0,0.0
"RT @RollerBand: .@ChantalTV on #Periscope: #womensmarch Paris, walk with us!  #womensmarchparis #eiffeltower https://t.co/UJ7M94EbQX",1,1.0,0.0,0.0
These women are standing up for their rights in a peaceful march. Comprehend that. #WomensMarch #StandUpToTrump,1,1.0,0.0,0.4939
@womensmarch we're starting to gather for you here in Auckland NZ #womenmarchonwashington #womenmarchtheworld https://t.co/NgEaKsxDDd,1,1.0,0.0,0.0
@Brightside86 @CindyDPishere @womensmarch It's the same oblivious privilege that lets them ignore people of color or the disabled.,1,0.0,0.0,0.0
RT @bentl27: #WomensMarch #portlandmaine hey hey ho ho Senator Collins has got to go! https://t.co/l8KBQWSU3M,1,0.0,1.0,0.0
Some of my favorites #WomensMarch #WomensMarchOnWashington https://t.co/IGLFOcVWrR,1,1.0,0.0,0.4215
Can watch online easily it's just that #WomensMarch should be on TV - at the very least they should be switching between feeds. It's news.,1,1.0,0.0,0.34
Yesterday’s Women’s rally wasn’t about political parties. It was about being excellent to one another. #womensmarch https://t.co/YUvcnZdfiI,1,1.0,0.0,0.7506
RT @Solutioneer72: We were thrilled #WomensMarch #Chicago #womensmarchChi was largest outside of DC *at that time of day* w 150k-250k peopl…,1,1.0,0.0,0.4404
"YES.WE CAN. Positive vibes for democracy around the world.   
What a glorious day.  #WomensMarch",1,1.0,0.0,0.8316
"RT @Zac_Person: ""Only weak men fear strong women"" #WomensMarch",1,1.0,0.0,-0.4215
"RT @globalnews: Scarlett Johansson takes the stage at #WomensMarch in Washington.
WATCH LIVE: https://t.co/x5xRvan8FN https://t.co/hm5I6bMO…",1,1.0,0.0,0.0
"@econdevgirl This though... 😂

https://t.co/S6rsk3vxCD",1,1.0,0.0,0.4404
RT @gracecathedral: Here we go! #WomensMarch #graceforall https://t.co/wHuGmdD2IO,1,1.0,1.0,0.0
RT @TsnakeHenderson: Women are not messin' around...they are making a HUGE SOUND!!!! This is HUGE!!! A huge message to The Grabber in Chief…,1,0.0,0.0,0.8602
Beautiful day for a #WomensMarch https://t.co/NoKiocqx7Q,1,1.0,0.0,0.5994
RT @maurawilson1: So many children out today reaffirming my faith in humanity. Fav was 4 yr old shouting girl power from her stroller #Wome…,1,1.0,0.0,0.7003
I wonder if @realDonaldTrump knows how many people are against him😂 https://t.co/VmuUorf5gG,1,0.0,0.0,0.4404
"""Trump will take our rights!""
""Has he""
""No""
""Has he said he would""
""No BUT HE MIGHT""
""Well I might turn into a pink elephant.""
 #WomensMarch",1,1.0,0.0,0.4482
#WomensMarch #realDonaldTrump I'll be marching in Chicago on 21st w/ many others in US and world. Make America Dignified Again!,1,1.0,0.0,0.5411
Well damn 😬 https://t.co/nJBgKfUWwV,1,0.0,0.0,-0.4588
Standing in solidarity with those at the #WomensMarch. Remember these Law of Attraction tips when protesting https://t.co/x4K3lwLUzV,1,1.0,0.0,0.34
#Trump #womensmarch NYC protest - Girl's just want to have fundamental human rights https://t.co/XmnXs3xioH,1,1.0,0.0,-0.1779
Busing in the useful idiots. https://t.co/RC6b39kFnc,0,0.0,1.0,0.4404
@joshtpm Oh boo hoo poor whiny little baby man. .@realDonaldTrump #WomensMarch,1,0.0,1.0,-0.4767
01•21•17 Today we rise #Chattanooga #WomensMarchOnChattanooga #IMarch #WomensMarch #Revolution #Equality https://t.co/OylyuzRVQ8,1,1.0,0.0,0.0
THESES PEOPLE HAVE NO PRIDE.  SHOW THEIR DIRTY UNDERWEAR 4 THE WORLD 2 C. https://t.co/0WSOG5RdCI,0,0.0,1.0,-0.7984
"Thank You. We must stop killing UNBORN BABIES, WE can SEE THEM NOW !!! https://t.co/8v6INWJUbj",0,0.0,1.0,-0.7163
"RT @vpiedrah: Boston, from the ground and the air #WomensMarch https://t.co/KAWPS7JdFz",1,1.0,0.0,0.0
@DaphneZuniga @equalitynow @womensmarch @womensmarchla We all support each other in this walk !!,1,1.0,0.0,0.508
THE LAST ONFJG https://t.co/s5DihjjV44,1,1.0,0.0,0.0
"RT @selenarevivals: ""The people united will never be divided"" #WomensMarch https://t.co/Loy1rXwMHV",1,1.0,0.0,0.4215
"RT @99conahchay_: #WomensMarch is one for the history books!! We will organize through every move you make, through every step backwards, @…",1,1.0,0.0,0.0
"RT @RayMartinez: @t_streinz @womensmarch @nycwomensmarch 

My Favorite... 👋🏻 https://t.co/ZMSlTiKwIr",1,1.0,0.0,0.7351
RT @BadassTeachersA: The Badass Teachers Association (BATs) send #solidarity to our sisters at the #WomensMarch https://t.co/DHF2JoGY7i,1,1.0,0.0,0.5574
"This was no #WomensMarch. It was a pro-abortion, anti-Trump march instigated by #Soros money and his organizations.",0,0.0,1.0,-0.296
RT @drgridlock: Bank of 3 Metro escalators at L'Enfant turned off &amp; converted to walkers to accommodate huge crowd for #WomensMarch. (It's…,1,1.0,0.0,0.3182
@womensmarch You do realize that if it weren't for @HillaryClinton campaign we would not even be having a march? #addhername,1,0.0,0.0,0.0
This is what I want to march for. #WomensMarch https://t.co/gH3AAR9kVn,1,1.0,0.0,0.0772
"RT @KimCostello: Dear Congress:  This is the ""Before"" you repeal ACA video.

@SenWarren https://t.co/1De36wDXaY",1,1.0,1.0,0.3818
RT @sarahboesveld: Woaaah that's a turnout #wmwcanada #WomensMarch #WomensMarchTO https://t.co/LcCkyOrqUg,1,1.0,0.0,0.0
Y'all goin learn today! #blowpopshade https://t.co/j3A51R9n0m,1,1.0,0.0,0.0
"RT @White_Warthog: #FeministToDoList

1. Fail to see the irony in attending a #WomensMarch created by someone who supports Sharia Law
2. De…",0,1.0,1.0,-0.0516
Women's March Is The Biggest Protest In US History As An Estimated 2.9 Million March via @politicususa https://t.co/PTdWGJvros,1,1.0,0.0,-0.25
@EmmaWatson Thanks for your great job for people. You know what you to do.I am so proud #emmawatson #WomensMarch✊🏻❤ https://t.co/UfqjPPR1Ed,1,1.0,0.0,0.945
"RT @BlueTeam007: Women's Rights Are Human Rights! Thank you, @HillaryClinton! #WomensMarch #DisabilityMarch #MothersOfTheMovement",1,1.0,0.0,0.4738
.@FoxNews Still Not Showing Any #News about the #WorldWide #WomensMarch They Are NOT Showing It RightNow! #Propagande Channel! #Bias,1,0.0,1.0,-0.2462
@treelakebird @KirstenPowers @LetiAdams @womensmarch I ain't scared. No running!,1,1.0,0.0,0.5553
RT @HAPA_Hazard: Stay Safe and March On My Peeps! #WomensMarch,1,1.0,0.0,0.4926
RT @MolestMeKardash: CONGRATULATIONS to every single woman who took to the streets today to raise her voice against violence in all its for…,1,1.0,0.0,0.1363
RT @sharkeatsman: Mom in DC. Wife and sisters in Seattle. Proud of the nasty women in my life. Stay mad and stay loud. #WomensMarch,1,1.0,0.0,-0.5719
"@TimVMurphy @womensmarch @CaitlinAManley No wonder, for all we have participated is a pride!!!",1,1.0,0.0,0.2677
"Watch the video, he was falling asleep! https://t.co/eONrM3vF0U",1,0.0,0.0,-0.2244
@PPact @womensmarch I am a 1st-time marcher because I can no longer let others fight this battle for me...I must be part of the solution.,1,0.0,0.0,-0.6705
Sistas &amp; Bruthas !! The worlds eyes are upon you!! G&amp;K 😀💪👍🌎💄🗽🎉🎉🎉🎉🎉🎉🎉🎉 #NotFakeNews #WomensMarch Please RT 💪 https://t.co/j0sF8YvhGi,1,1.0,0.0,0.9817
I don't see why it has to be an either/or situation. We can certainly handle both. https://t.co/vcnRugpUXQ,1,0.0,0.0,0.34
She is so damn right. #womensmarch https://t.co/GllU7eWsr5,1,1.0,0.0,-0.541
The hypocrisy knows no bounds. Do you remember Monica Lewinski? Why didn't you back her and Bill's other victims instead of condemning them? https://t.co/zjG2tIOgFj,0,0.0,1.0,-0.594
"And Soros using these other countries' $$$ that his cronies dominate to try the same thing here

#Pretext generations
#Puppet masters https://t.co/de9GQaPdnF",0,0.0,1.0,-0.128
still one of my favorite signs #WomensMarch https://t.co/AvhCKieZrX,1,1.0,0.0,0.4588
"RT @BehzadMoezi: Latar @latar
Old white man hurls abuse at me4guiding ppl to #WomensMarch.Why do you have to be a stereotype today of all d…",1,1.0,1.0,-0.7579
"RT @LinglingM: 10- It's the Chinese government all over again. 
HE IS NOT MY PRESIDENT. PERIOD. 
#notmypesident #WomensMarch",1,0.0,0.0,0.0
"RT @ButterMLKe: @HillaryClinton  @womensmarch Thank you, Hillary and God Bless!",1,1.0,0.0,0.7712
"RT @cat_oakley: ""We are not going away."" #WomensMarch https://t.co/CYhroj6BW2",1,1.0,0.0,0.0
"#WomensMarch is the best thing that has ever happened, I'm so proud of all of the people that participated in the event, including my mom.",1,1.0,0.0,0.8478
RT @Specneedsmom4: Or better known as Classy vs Trashy 😊 #ResistFromDay1 #ResistTrump #Resistance #TheResistance #PutinsPuppet #PutinsPOTUS…,1,0.0,0.0,0.8957
I refuse to be a slave to institutionalized values. #WomensMarch,1,0.0,1.0,0.128
My uterus does not need your attention. My classroom does - one of my favorite signs so far at #WomensMarchATX #WomensMarch,1,1.0,0.0,0.4588
@ScarIettJ On behalf of the millions of Women who are not physically able to March today = ❤THANK YOU ❤@womensmarch!! @CNN @maddow @MSNBC https://t.co/F3UfvkZEjp,1,1.0,0.0,0.0
So proud of the women around the world today. We will over come with love! @realDonaldTrump @BarackObama #WomensMarch @BernieSanders,1,1.0,1.0,0.8353
RT @Adam_Morfeld: Largest crowd anyone has ever seen at the #Nebraska Capitol for the #WomensMarch in ##LNK https://t.co/GPg8KFh3yw,1,1.0,0.0,0.0
RT @Allayjah: Beautiful https://t.co/e3W3l4x14W,1,1.0,0.0,0.5994
#WomensMarch even the gods were with us yesterday in Los Angeles we had great weather,1,1.0,0.0,0.6249
"This march started miles from DC. Literal miles of people waiting to board, gathering together. #WomensMarch",1,1.0,0.0,0.0
RT @KayfabeNews: The spirit of Roddy Piper alive and well at the Women's March. #TheyLive #WomensMarch https://t.co/JKlhvEETmQ,1,1.0,0.0,0.6597
Go fuck yourself you fucking bastard. Women still make 80 cents to the dollar. What fucking equal pay? https://t.co/rWP7Syxp38,1,0.0,0.0,-0.839
Accurate https://t.co/L8ZDbg2956,1,0.0,0.0,0.0
RT @saltwise: One of thousands of great signs https://t.co/5ubs6tMpyG,1,1.0,0.0,0.6249
RT @OfficialJLD: 750k people at the LA March today. Yes we can. #womensmarch #pussyhatproject https://t.co/otrrE1E4SE,1,1.0,0.0,0.4019
RT @ranchlife4sure: #WomensMarch organize a clean up. Taxpayers don't want to pay for your trash. https://t.co/wlWyhVni56,0,0.0,1.0,0.4164
Ashley Judd and Madonna better repent for what they did today at the #WomensMarch . Or they will answer for it later.,0,0.0,1.0,0.4404
IM SO PROUD OF MY BABY I LOVE YOU THANK YOU 😘😘 https://t.co/XEwEZ7kTHe,1,0.0,0.0,0.9619
RT @BassthebeastNYC: @Drake @Raptors Please retweet and like to stop trump #notmypresident #WomensMarch #Feminist  https://t.co/gDvTG36sWv,1,0.0,1.0,0.3818
At times we crave for things which might turn to be rather harmful than good... #BeWare of what you ask for #WomensMarch,0,0.0,1.0,0.4404
"RT @clbarker75: Apparently, inclusivity means to exclude those who don't want to harm unborn babies. How vile to care deeply for innocent b…",0,0.0,1.0,0.3625
someone clock this bitch #WomensMarch https://t.co/mYhiFNNNnk,0,0.0,1.0,-0.6705
RT @HiFiBrian: This is what democracy looks like...courtesy @washingtonpost #WomensMarch #notrump #resist https://t.co/lOaegWHiwc,1,1.0,0.0,0.0
The latest Marketing NEWS! https://t.co/QOD0tls6u7 Thanks to @hellogiggles #womensmarch #architecture,1,1.0,1.0,0.4926
RT @HenBer_AJ: LIVE: Women's March on Washington 2017 | ABC News https://t.co/TQEi8FK5H9 vía @YouTube #WomensMarch https://t.co/7KbLwLGUiP,1,1.0,0.0,0.0
RT @halfmoonjenna: I do wish I could be at the #WomensMarch today,1,1.0,0.0,0.4019
Trolling is an art. https://t.co/PuPEueaCCd,0,1.0,1.0,0.0
"@POTUS @seanspicer 
'Nuff said https://t.co/XT5npw7h9v",1,1.0,0.0,0.0
RT @hudsonwisler: Unbelievably packed for the #womensmarch https://t.co/9znIrEGhLi,1,1.0,0.0,0.0
"RT @tommy_atkins: #WomensMarch @piersmorgan womans march we fought 2 world wars to defend democracy- u
disrespect that &amp;  only able to do w…",1,0.0,0.0,-0.8271
RT @Selena_Fox: #GoddessBlessAmerica &amp; #WomensMarchOnWashington &amp; #WomensMarch #MadisonWisconsin &amp; #WomensMarches around the World Equality…,1,1.0,0.0,0.0
They mostly want free contraception and trans bathrooms. https://t.co/y4fIMlLJW9,0,1.0,1.0,0.5574
"#BuildBridgesNotWalls March, #CombatClimateChange March, #RefugeesWelcome March, #LGBTQIA March. 4yrs &amp;many Marches to come!!! #WomensMarch",1,1.0,0.0,0.0
RT @TwoWheelValet: We're providing #bikevalet for @womensmarch on Sat! 1000 Independence Ave SW L.Plaza. Pls RT! #bikedc #WomensMarch #Wome…,1,1.0,0.0,0.2225
"RT @cmputrwiz: Wow! Go Fort Worth, Texas Women's March! https://t.co/QbbIn0BQ3k",1,1.0,0.0,0.7418
ah yes the inclusion crowd - who allow only those who agree to be heard https://t.co/TOm6lYeguw,0,0.0,1.0,0.7269
Why on earth are people in other countries emotional about America's President? https://t.co/hHNh4Qj9UZ,0,0.0,1.0,0.1531
The latest HBLI Daily! https://t.co/eQctOey5Ci Thanks to @ShapingYouth #womensmarch #climate,1,1.0,0.0,0.4926
"Suck it up buttercups, today pussy grabbed back. 
#WomensMarch https://t.co/o9i8wOZSx9",1,1.0,0.0,-0.4404
🤰🏼they don't make a male version of this. #Misandry #Matriarchy #ThisIsWhataMeninistLooksLike #newemojis @Apple #WomensMarch #j20 #satire,0,0.0,1.0,0.0
#WomensMarch #WhyIMarch #to speak out internationally against tyranny https://t.co/ll7TeIN3Cn,1,0.0,0.0,0.0
RT @JBraithwaite1: New standards of government in the US ... Hard to believe anything coming from the new administration #WomensMarch https…,1,1.0,0.0,-0.1027
RT @inJENiouslife: There's more to women's issues than just pro life/choice. Quit acting like the only thing women contribute to society is…,1,0.0,1.0,0.3612
"@DvinMsM Pro-Trump SuperPac is running ""confirm Jeff Sessions"" ads on CNN.  We must fight back.  Please read link https://t.co/opK4cCe6Q7",1,1.0,0.0,-0.0772
Lesbians kiss in front of an anti-gay sign. Best part of the Denton #WomensMarch !! #LoveTrumpsHate https://t.co/sfMQwfhWaZ,1,0.0,0.0,0.8217
We are LADIES...and we aren't done yet..Marching tomorrow for PP..#StrongerTogether #ImStillWithHer https://t.co/HnEpVtAzwT,1,1.0,0.0,0.0
"The media whipped up 'power' of hate fuelled populism v the people organising in opposition.
Activists take heart. #womensmarch https://t.co/FkrP6cExv8",1,0.0,0.0,0.128
RT @FeministaJones: Reminds me of FrenchieGlobal's iconic sign from #nmos14 https://t.co/2COxh5J6Qw,1,1.0,0.0,0.0
"RT @womensmarch: ""6. Teach her to question language. Language is the repository of our prejudices, our beliefs, our assumptions"" #AdichieMa…",1,0.0,0.0,-0.4215
This #WomensMarch is powerful.🙏✊️ https://t.co/VWs0aJNYq7,1,1.0,0.0,0.4215
RT @NYCLU: We are standing up to hatred &amp; bigotry at #womensmarchnyc! Stand with us: https://t.co/yQVHJh05Bz https://t.co/kxbT1HAAhB,1,0.0,0.0,-0.6696
MP @nikiashton is here. Told me she wanted to 'fight the politics of Trump in my own country.' #WomensMarch #ottnews,1,0.0,1.0,-0.3818
Marching in Denver with one of Shepard Fairey's fabulous posters. #womensmarch https://t.co/mX5QEr1ehl,1,1.0,0.0,0.5267
People celebrating The People's President...and misogynist @MMFlint decided it was a great time to shade her. That's white male privilege https://t.co/xpPpDC3tJ9,1,1.0,0.0,0.8834
"""We are here. We will not be silent. ... We fight for basic dignity and respect for every human being period!"" ~ @SenWarren #WomensMarch https://t.co/15xXZlmzs5",1,1.0,1.0,0.5411
But he will never admit that women got the better of him &amp; will continue to do so. He wont make us 2nd class citizens #WomensMarch,1,0.0,0.0,0.4519
RT @racheladawson: This gives me chills. The world is watching. The world is with us. This is so much bigger than just us. This goes so muc…,1,1.0,0.0,0.0
RT @DeeBeeThak: @womensmarch Attribute the quote to Hillary on your web site and #AddHerName to the list of honorees. She is #WhyIMarch.,1,0.0,0.0,0.5106
Says the career politician https://t.co/4LKq3NWa4p,0,0.0,1.0,0.0
"RT @johnpike15: Anybody noticing how we have literally millions of women marching around the world, and no shit starting?  Matters. #Womens…",1,1.0,0.0,0.4632
RT @CHSommers: Except the US is not actually a patriarchy. #WomensMarch  See: https://t.co/K5wwQqa1gs https://t.co/0nOlsiud8Y,0,1.0,1.0,0.0
"RT @pglove33: No arrests! Anywhere! #womensmarch #riseandresist Eat that, Trump!",1,1.0,0.0,0.5076
Incredible turn out. #WomensMarchMemphis #WomensMarch #Memphis #women @ National Civil Rights… https://t.co/0jmzCFIvco,1,1.0,0.0,0.0
"@MarkCox79050557 @TrumpResponders @womensmarch thank you, LOOKING OLD.this was Costa Mesa Cal.my first of 6. over 30k most had 2 sit outside",1,1.0,0.0,0.3612
👍🏻👌❤️RT @Lennyjacobson: There will be more protest &amp; future protesters should take note. #WomensMarch,1,1.0,0.0,0.4479
RT @toribryanne: HOW CAN YOU BE AGAINST WOMEN'S RIGHTS WHEN A WOMAN GAVE YOU LIFE?!?? #WomensMarch,1,0.0,0.0,0.0
Here’s the best photos of the men who came out for the #WomensMarch https://t.co/K7ktJEbgRK https://t.co/xylc47UdTu …,1,1.0,1.0,0.6369
RT @brieripley: Never thought I'd experience a traffic jam in Montana #WomensMarch,1,0.0,0.0,0.0
RT @BosWomensMarch: The March will be snapping at @OnlyInBOS so be sure to follow!! #WomensMarch https://t.co/nh8PbSdF6g,1,1.0,0.0,0.4875
RT @Eschumer: Today is a great start. But it's not enough. Stay involved. Stay loud. Stay awake. #womensmarch #equality #resist,1,1.0,0.0,0.3716
@womensmarch Let ATTWN be a partner. It's so sad you deny legit alternatives.,0,0.0,1.0,-0.7687
Oh God I wish I was in Canada or in the US just to attend events like the #WomensMarch,1,1.0,0.0,0.743
"RT @Winnie_Byanyima: In Africa #WomensMarch  Jos (N. Nigeria), Accra, Cape Town, Durban, Jbrg, Monrovia, Blantyre, Lilongwe, Antanarivo,  h…",1,1.0,1.0,0.0
Cannot help but wonder if they were PMS-ing. They hormones are screwing with what little brain cells they possess... https://t.co/Rk2zhBbUVF,0,0.0,1.0,-0.455
Starting to think we(women) are our own worst enemies. Trump apologist on @amjoyshow pathetic! I don't get these women https://t.co/aToxsIkC6j,1,0.0,0.0,-0.906
"RT @MikeMartin1733: I wonder what rights Madonna doesn't have as a wealthy famous woman in America?
#WomensMarch https://t.co/btghgjScqX",0,0.0,1.0,0.3612
RT @PresidentDoxsee: Feel violated at your own discretion. The #WomensMarch is a joke. Stop murdering children. Stop playing the victim.,0,0.0,1.0,-0.8807
"Nairobi, Kenya...thank you for standing strong with us for women every where...your country included...decency , respect &amp; equality 4 women! https://t.co/jxG3FOMnQQ",1,1.0,1.0,0.7712
Sag Harbor Women's March #WomensMarch #Sagharbor @donlemon #CNNiReport #Hamptons #Women #whyIMarch https://t.co/qzGiAGSMtS,1,1.0,0.0,0.0
RT @tspiggle: Laws protecting women from discrimination don’t work if judges kick cases out before they go to a jury. https://t.co/nWznwZx4…,1,0.0,0.0,0.0
"@womensmarch would be GREAT if you all acknowledged HRC, since you're quoting her in your ""defining principles""",0,0.0,1.0,0.7034
"@BostonGlobe women, not people, women united across the globe against the normalisation of sexism and misogyny #WomensMarch",1,1.0,0.0,-0.3252
RT @javeauriel: Thread. https://t.co/4BrQcwpxxE,1,1.0,0.0,0.0
RT @Patriotic_Punk: Secret Service to investigate Madonna https://t.co/PZP4a3T7Qq  #WomensMarch,0,0.0,1.0,0.0
RT @scarylawyerguy: Media may want to poo poo #WomensMarch in the hullabaloo of a new Administration. Don't let them.,1,0.0,1.0,0.0772
@SherryForChange @BeachAddict80 There r women down there who wk more hours than you ever have. #WomensMarch,1,0.0,0.0,0.0
@DebraMessing @womensmarch which women do u want to rise? U used to want Jews to rise...the POTUS betrayed Israel and u had no opinion.,0,0.0,1.0,-0.6808
"RT @ElePlinplin: Today I'm marching for human #freedoms and the freedom of others, for #equality and #feministpeace ☮ #WomensMarchGeneva #W…",1,1.0,0.0,0.872
So many men at home starving #spreadawarness #prayers #blessedup https://t.co/cmN7zzAIbJ,0,0.0,1.0,-0.4215
So proud of all the women &amp; allies worldwide who are standing up to spread a message of LOVE. Make American Think Again #WomensMarch,1,1.0,0.0,0.8529
RT @NkirukaNistoran: I have a question that need an answer #WomensMarch is it a crime for Biafrans to support &amp; celebrate Trump's inaugurat…,0,0.0,1.0,0.4404
All I could think of was litter :( https://t.co/CxCMjH0PXu,0,0.0,1.0,-0.4404
RT @SGrettenberger: Thanks to our first responders for being here. #WomensMarch Lansing https://t.co/DMbINaCLMk,1,1.0,0.0,0.4404
This one is spectacular. https://t.co/eidngUCbKv,1,1.0,1.0,0.0
The latest Camp Director Daily! https://t.co/GW4vCXhsS1 Thanks to @PattiThom @ajdele @EduActiveCom #marketing #womensmarch,1,1.0,0.0,0.4926
@DawnCMW @sherimoonfirefl @womensmarch Canada and it's tourist to the island have kept an oppressive govt very enriched.,0,0.0,1.0,-0.4019
"RT @DemLibs: Just got back from the Women's March  St. Louis, Mo.They are estimating 20,000 women,men and children attended.#WomensMarch #W…",1,1.0,0.0,0.0
"#WomensMarch underway in Berlin, Rome, Cape Town and others https://t.co/U7VzL07E0I by #CNN via @c0nvey",1,1.0,0.0,0.0
"RT @lauraolson: Lots of pink pussycat hats, plus these four women. #WomensMarch https://t.co/1O3nDxGOPo",1,1.0,0.0,0.0
#WomensMarch and the power of young women to change the world https://t.co/VNJOJxPFxu https://t.co/E8343Ery3h,1,1.0,0.0,0.0
RT @jamescoe07: Where your protest against the abuse in Rotherham @timfarron ?#WomensMarch https://t.co/AEdCHLV06I,1,0.0,0.0,-0.7351
Let them know you're here 🔥 #musicforthemarch #whyimarch… https://t.co/VwlQ4ZDWnh,1,1.0,0.0,-0.34
"@AndyGlockner @AriBerman @djpressman less than the Cubs got in just one city. But they were winners, unlike Hillary.  #WomensMarch https://t.co/0TRSb7vnS9",0,1.0,1.0,0.631
Poncho's ready for the rainy #womensmarch in San Francisco.,1,1.0,0.0,0.296
RT @WSMIreland: #Dublin march of anti # Trump #womensmarch reminding us that anti migrant rhetoric crosses Atlantic https://t.co/3yIHYMbe0S,1,0.0,0.0,-0.5574
I bet Trump thinks these #WomensMarch participants are just ovaryacting,1,0.0,0.0,0.0
"RT @Marc42112172: Everyone, let's fight the atrocity that is @realDonaldTrump! #TheResistance #WomensMarch",1,0.0,0.0,-0.4389
Just when you think you can't love Vincent D'Onofrio more. https://t.co/yAARHgCgcs,1,0.0,0.0,-0.5216
"RT @studentactivism: Missouri, y'all. Trump really IS uniting the country. https://t.co/tkh83saeLb",1,0.0,0.0,0.0
RT @CassandraYoung: We are bonding together to peacefully let the new administration taking office know what we stand for: equal rights for…,1,1.0,0.0,0.5267
"I get it, I do. But this kinda, sort of, sounds like a Korean monster movie. https://t.co/TGImcuyqsX",1,0.0,0.0,0.5023
Flood the newsfeed with pics &amp; videos of the #WomensMarch in your area too!!,1,1.0,0.0,0.0
RT @cashleelee: of course the signs at the #Sundance #WomensMarch are super creative! more: https://t.co/GazeEqoMWI https://t.co/GCBDY5tLtE,1,1.0,0.0,0.7959
"RT thisisbray: Austin, Texas right now. #WomensMarch https://t.co/gFBXYsPBbJ",1,1.0,0.0,0.0
We will not rest until women have parity + equity at all levels of leadership in society. Join us Jan 21 @womensmarch #WhyIMarch https://t.co/73IDgPL5fS,1,1.0,0.0,0.296
"Retweeted DUMMY (@dumbfoundead):

Sending love and support to all the women out there, we are nothing without y'all! #WomensMarch",1,1.0,0.0,0.8016
